"corporacion","circunscripción","partido","partido1","candidato","genero","descipcion_movimiento"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","TARSICIO MORA GODOY","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JOHN FRAN PINCHAO BLANCO","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","EDWING FABIAN DIAZ PLATA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","LUIS EMIL SANABRIA DURAN","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","DORIS JOSEFINA ORJUELA PEÑA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","DARIO ANGARITA MEDELLIN","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","LINA MARIA ARANGO DAVILA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JOHN MICHEL MAYA BEDOYA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","RAFAEL GUSTAVO GUERRERO TAPIAS","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","NORMA CONSTANZA VERA SALAZAR","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","FRANCISCO CANOSSA CHAVES","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","RAUL FERNANDO JARAMILLO GUZMAN","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JUAN SEBASTIAN ALEJANDRO PERILLA GRANADOS","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","SANTIAGO BERNARDO MUÑOZ DIAZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","LUIS DANIEL VARGAS SANCHEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","DANIEL MAURICIO ZARTA ARIAS","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","DUBET ANTONIO MUÑOZ BEDOYA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","HUGO PATARROYO MURILLO","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","NELCY CARDENAS MORA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","OMAR GUARIN VILLAZON","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","LILIA CLEMENCIA SOLANO RAMIREZ","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","LUIS FERNANDO NIÑO LOPEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","MANUEL DARIO CARVAJAL TRILLOS","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","CLAUDIA MARIA VENTURA TORRES","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","VICTOR HUGO MORENO MINA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","NELLY AMPARO FLOREZ VEGA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JAIRO ALBERTO CASTELLANOS SERRANO","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","GUSTAVO ADOLFO MORENO HURTADO","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","BERTHA LUCIA FRIES MARTINEZ","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JERSON DARIO VILLOTA HUERTAS","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JONATHAN FERNEY PULIDO HERNANDEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ERIKA TATIANA IBARGUEN RAMIREZ","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","DALIA FERNANDA PINEDA AGUASACO","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","DONALDO DE JESUS GONZALEZ ROJAS","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","HERNAN DARIO ECHEVERRI ARBOLEDA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ALVARO ERNESTO PORTILLA MOLINA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JOHN HEMAYR YEPES CARDONA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JUAN FRANCISCO SALAMANCA ANAYA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","DANIEL GUILLERMO TORRES NIÑO","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JORGE IGNACIO GARCIA GONZALEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ANTONIO JOSE ANDRADE ARRIAGA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","MANFRI PARRA GARAY","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JOSE AULO POLO NARVAEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","WILLIAM ALFONSO FUENTES MANRIQUE","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","GUIDO ECHEVERRI PIEDRAHITA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ARIEL FERNANDO AVILA MARTINEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ADRIANA MARCELA PRIETO VARGAS","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ROSA MARITZA QUIÑONEZ QUIÑONEZ","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","PABLO CRUZ HURTADO","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","EDUARDO PORTILLA PLATA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","NEYS SANTANA SARMIENTO JIMENEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JESUS JENIS SANCHEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","CARLOS WILSON LIZARAZO GOMEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","MARCO ALFREDO FORERO PARRA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","MARIA DEL PILAR PACHECO HERRERA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","LILIANA ANDREA LOPEZ NOREÑA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","WILLIAM DAVID MERCADO ECHENIQUE","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JOHANNA CHRISTINE PETERS RAUTE","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JULIETH XIMENA HURTADO PINILLA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","DERLY CATERINE MARENTES RODRIGUEZ","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ALEXANDRA GOMEZ VALEK","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JORGE RAUL BUSTAMANTE ROLDAN","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","MAURICIO NEISA ALVARADO","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","MARTHA CARDOZO MEDINA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","MARLENE RESTREPO CUERVO","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","LUIS CARLOS OREJARENA MORALES","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","GUSTAVO GARCIA FIGUEROA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ARLEY FERNANDO GOMEZ HERNANDEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","HUGO ALEJANDRO VASQUEZ VARGAS","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","MARIA ELENA APARICIO GARCIA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","LAURA JOJHANNA MUNEVAR CASTAÑEDA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JOSE RODRIGUEZ CARDENAS","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","RODOLFO POILAO POLO","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","DIONICIO CARRERO CORREA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ADA AMERICA MILLARES ESCAMILLA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","FABIO ALEXANDER FLOREZ GARCIA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","INTI RAUL ASPRILLA REYES","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","GUSTAVO BOLIVAR MORENO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","MARIA JOSE PIZARRO RODRIGUEZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ALEXANDER LOPEZ MAYA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","AIDA YOLANDA AVELLA ESQUIVEL","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ROY LEONARDO BARRERAS MONTEALEGRE","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","MARTHA ISABEL PERALTA EPIEYU","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","IVAN CEPEDA CASTRO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","PIEDAD ESNEDA CORDOBA RUIZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","PEDRO HERNANDO FLOREZ PORRAS","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ISABEL CRISTINA ZULETA LOPEZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ALEX XAVIER FLOREZ HERNANDEZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","CLARA EUGENIA LOPEZ OBREGON","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ROBERT DAZA GUEVARA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","YULY ESMERALDA HERNANDEZ SILVA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","WILSON NEBER ARIAS CASTILLO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","GLORIA INES FLOREZ SCHNEIDER","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","CESAR AUGUSTO PACHON ACHURY","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","SANDRA YANETH JAIMES CRUZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","PAULINO RIASCOS RIASCOS","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","JAEL QUIROGA CARRILLO","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","CARLOS ALBERTO BENAVIDES MORA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","CATALINA DEL SOCORRO PEREZ PEREZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","JULIO CESAR ESTRADA CORDERO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","FERNEY SILVA IDROBO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","EDWIN PALMA EGEA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","SONIA SHIRLEY BERNAL SANCHEZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","NIKA DUNIEZHKA CUELLAR CUENCA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ANGELICA VERBEL LOPEZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","DOMINGO JOSE AYALA ESPITIA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ALEXANDER CHALA SAENZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","LUZ MARINA BERNAL PARRA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","MARY LUZ HERRAN CARDENAS","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","EDWARD STEVEN LIBREROS MAMBY","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","MARIA CONSUELO AHUMADA BELTRAN","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","CARLOS EDUARDO TORO AVILA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ANA CONSTANZA OSPINA GIRALDO","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ELSI GABRIELA ANGULO ESPAÑA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ALVARO LEON CARDONA SALDARRIAGA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","GENER ALEXANDER USUGA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","JOAQUIN ANTONIO BAENA AREVALO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","BELEN ALARCON ALARCON","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ALFREDO ACOSTA ZAPATA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","MARIA EUGENIA RIVERA CARMONA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ALVARO VILLARRAGA SARMIENTO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","MARGARITA CECILIA GULFO SUAREZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","LUIS FERNANDO RENDON MERINO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","JACQUELINE CASTILLO PEÑA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","NEMIAS GOMEZ PEREZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","EVA CAROLINA MADRID TORRES","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","FERNANDO JOSE FONSECA SIERRA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","TERESA CONSUELO CARDONA GUERRERO","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","FABIO IVAN DIAZ GONZALEZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","NORMA LILIANA PILLIMUE SALAMANCA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","OSCAR GERARDO SALAZAR MUÑOZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","JOSE FREDDY MOSQUERA YEPEZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","STALIN ANTONIO BALLESTEROS GARCIA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","PEDRO JOSSE VELASCO TUMIÑA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ALBERTO MANUEL GASCON GIRALDO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","GALA YOLANDA MARTINEZ ACOSTA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","WILDER NAVARRO QUINTERO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","ALHENA CAICEDO FERNANDEZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","VICTOR ELIAS COPETE QUINTO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","JESUS LACIDES MOSQUERA ANDRADE","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","CLAUDIA BIBIANA CABRERA ROBERTO","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","EMIRO DEL CARMEN ROPERO SUAREZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","MARY JURADO PALOMINO","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","HEMELSON MAYO LOZANO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","RAFAEL ANTONIO BALLEN MOLINA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","JACQUELINE CASTILLO PEÑA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","JORGE ANDRES CHARRY GOMEZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","JOSE LEONIDAS VALENZUELA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","","JHON HENRY SANCHEZ CHAPARRO","M","COALICIONES"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","JOSE MIGUEL SANTAMARIA URIBE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","CARLOS IGNACIO CUERVO VALENCIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","ANGELA VELEZ ESCALLON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","FERNANDO TOLOZA COLORADO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","CARLOS ALBERTO CUARTAS QUICENO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","MARTHA ISABEL CETINA CUELLAR","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","GABRIEL JAIME HURTADO RESTREPO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","OSCAR HERNAN URREA ARISTIZABAL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","FRANCISCO ARISTIDES NOGUERA ROCHA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","HECTOR ORLANDO BONILLA TOCORA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","D'HUBERTHY CARDONA LONDOÑO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","LIDA BEATRIZ SALAZAR MORENO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","ERIKA PATRICIA PIEDRAHITA PINEDA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","NOHORA ELVIRA PINZON MARTINEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","LUCIANO ALEJANDRO VELEZ ARROYAVE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","","JACIBE CHAPARRO MONTOYA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","","LUIS ALEJANDRO GUZMAN LOZANO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","","CARLOS ENRIQUE GIL PEREZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","","ROBERTO DE JESUS SUAREZ RODRIGUEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","","DORA CECILIA HERNANDEZ OROZCO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","","MARIA ELODIA VIRGUEZ LIEVANO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","","MARIO AREVALO ALVAREZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","","DIEGO FERNANDO PINILLA MORA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
