,descripcion,nombre,partido,instagram,facebook,linkedin,tiktok,web,twitter,Circunscripción,Grado de estudio,Profesión,Cuatrienio,Fecha de nacimiento,Edad,Lugar de nacimiento,Género,Whatsapp,Oficina,Teléfono Oficina,Correo Electrónico,YouTube
39,"Ingresó a la universidad Santo Tomás para estudiar Ingeniería Civil, luego hizo una especialización en geotecnia y pavimentos, siguió estudiando y sumó a sus títulos el de especialista en Gobierno y Gerencia Territorial, además de especialista en gerencia ambiental y gestión del riesgo y candidato a magister en gestión y evaluación ambiental.https://boyaca7dias.com.co/2022/03/22/wilmer-castellanos-el-representante-de-boyaca-que-tendra-dos-agendas-una-legislativa-y-la-otra-de-gestion/",Wilmer Yair Castellanos Hernández,Alianza Verde,https://www.instagram.com/ingwilmercastellanos/?hl=es,https://www.facebook.com/WilmerCastellanosH,,,,https://twitter.com/ingwilmerc,Circunscripción Territorial de Boyacá en Boyacá,Especialización,Ingeniero/a,2022 - 2026,21 de julio de 2022,Sin edad asignada,Tunja,Masculino,,,,,
40,"Sociólogo de la Universidad del Pacífico, con maestrías en Derechos Humanos e Interculturalidad, Desarrollo y paz de la Universidad Javeriana. Actualmente cursa un doctorado en Política y Gobierno en la Universidad de Ciencias, Cultura, Educación y Gestión - UCCEG en el país de México.Trayectoria pública y privada en la que no se reporta año: Su trayectoria laboral la ha desarrollado en la CVC y Consejo Comunitario de los Ríos Naya, Yurumangui, y Cajambre, Incoder ACDI/ VOCA, Fundación Plan e Instituto de Bienestar Familiar, FUPAD IRACA, Ascolmicay, Consejo Comunitario de Manglares de parte Baja del Rio Micay, fue docente en la Universidad del Pacifico, fue Coordinador General en el proceso de Reconocimiento del Espacio Humanitario de Puente Nayero como sujeto colectivo del Territorio extendido del Rio Naya en el Distrito de Buenaventura, fue enlace étnico del Consejo Comunitario de Cajambre y ART Programas de Desarrollo con Enfoque Territorial (PDET) Pacífico Medio.",Orlando Castillo Advíncula,Consejo Comunitario de la Cuenca del Río Naya,https://instagram.com/orlandocastilloadvincula?igshid=YmMyMTA2M2Y=,https://www.facebook.com/tuvozesmicompromiso,,,,https://twitter.com/orlandocasti,C Transitoria Especial de Paz - CITREP en Valle del Cauca,Maestría,Sociólogo/a,2022 - 2026,14 de septiembre de 1977,45,Buenaventura,Masculino,,633 - Edificio Nuevo del Congreso,,orlando.castillo@camara.gov.co,
41,"Licenciada en biología y química, ingeniera industrial, investigadora colombiana. Cursó doctorado en Educación de la Nova Southeastern University.",Marelen Castillo Torres,Liga de gobernantes anticorrupción,https://www.instagram.com/dramarelencastillo/,https://www.facebook.com/profile.php?id=100079741782967,,,,https://twitter.com/CastilloMarelen,Circunscripción Nacional en Santander,Doctorado,Ingeniero/a,2022 - 2026,30 de agosto de 1968,54,Cali,Femenino,,,,,
42,Ingeniero civil y master executivo en administración de empresas con énfasis en liderazgo estratégico.,Jorge Alberto Cerchiaro Figueroa,Colombia Renaciente,,https://www.facebook.com/JorgeCercharOficial,,,,https://mobile.twitter.com/jorgecercharf,Circunscripción Territorial de La Guajira en La Guajira,Maestría,Ingeniero/a,2022 - 2026,13 de marzo de 1977,46,Barrancas,Masculino,,Piso 3 - Capitolio Nacional,,jorge.cerchiaro@camara.gov.co,
43,"Economista de la Universidad de los Andes, Especialista en Administración Financiera de la misma Universidad y Magister en Administración de Empresas de la Universidad Carleton de Canadá.Trayectoria pública y privada en la que no se reporta año: Director de Juventudes de Boyacá, Secretario de Cultura de Boyacá, Asesor de la Gobernación de Boyacá, Presidente de la Junta Directiva del Fondo Regional de Garantías, Presidente de la Junta Directiva del Fondo Mixto para la Promoción de la Cultura y el Turismo de Boyacá, Presidente de la Federación de Loterías de Colombia y Gerente de la Lotería de Boyacá,",Héctor David Chaparro Chaparro,Liberal Colombiano,https://www.instagram.com/hectordchaparro/,https://www.facebook.com/hectordchaparroc,,,,https://twitter.com/hectordchaparro,Circunscripción Territorial de Boyacá en Boyacá,Maestría,Economista,2022 - 2026,19 de julio de 2022,Sin edad asignada,Duitama,Masculino,,613B - 614B - Edificio Nuevo del Congreso,(+57) (601) 3904050; ext. 3651,hector.chaparro@camara.gov.co,
44,"Abogada, especialista en Derecho Penal y Criminalística, con Maestria en Ciencia Política y Relaciones Internacionales.Trayectoria pública y privada en la que no se reporta el año: Concejal de Armenia por el Nuevo Liberalismo. Directora de Cultura y Turismo del Quindío, ejerció un cargo administrativo en el Ministerio de Justicia en Bogotá, fue jefe en la oficina jurídica de la Superintendencia del Subsidio Familiar, creó la caja de compensación familiar del Amazonas e intervino la Caja de Compensación Familiar de Norte de Santander por malos manejos. Después de varios años fue designada Secretaria de Gobierno de la capital quindiana. Meses después pasó a ser Defensora del Pueblo Regional del Quindío, en la cual duró más de 21 años.",Piedad Correal Rubiano,Liberal Colombiano,https://www.instagram.com/piedadcorrealrepresentante/,https://www.facebook.com/CorrealRPiedad,,,,https://twitter.com/piedadcorrealru,Circunscripción Territorial de Quindío en Quindío,Maestría,Abogado/a,2022 - 2026,12 de noviembre de 1961,61,Armenia,Femenino,,225B - 226B - Edificio Nuevo del Congreso,(+57) (601) 3904050; ext. 4206/4207,piedad.correal@camara.gov.co,
45,Profesional en ciencias militares: Escuela Militar de Cadetes “General José María Córdova”,Juan Manuel Cortés Dueñas,Liga de gobernantes anticorrupción,https://www.instagram.com/juanmanuelcortesd/?utm_medium=copy_link,https://www.facebook.com/juanmanuelcortesd,,,,https://twitter.com/juanmcortesd,Circunscripción Territorial de Santander en Santander,Universitaria,Carrera militar,2022 - 2026,30 de enero de 1987,36,Barbosa,Masculino,,Piso 1 - Capitolio Nacional,,juan.cortes@camara.gov.co,
46,"Ingeniero industrial de la Universidad Sergio Arboleda, Especialista en formación en derecho público de la Universidad Externado de Colombia.Asesor y secretario privado MIGUEL NABIL CAMACHO RIVERA. 3102478004",Juan Felipe Corzo Alvarez,Centro Democrático,https://www.instagram.com/pipecorzo102/?hl=es-la,https://www.facebook.com/SoyPipeCorzo,,,,https://twitter.com/juanfelipecorzo,Circunscripción Territorial de Norte de Santander en Norte de Santander,Universitaria,Ingeniero/a,2022 - 2026,29 de diciembre de 1988,34,Cúcuta,Masculino,,510B - 512B - Edificio Nuevo del Congreso,,juan.corzo@camara.gov.co,
47,Corporación Universitaria del Caribe – CECARTítulo obtenido: abogada.Universidad Pontificia BolivarianaTítulo obtenido: especialista en derecho administrativo.Universidad Nacional de Rosario - ArgentinaMaestrando en: gestión pública,Karyme Adrana Cotes Martínez,Liberal Colombiano,https://www.instagram.com/karymecotes/,https://www.facebook.com/KarymeCotes/,,,,,Circunscripción Territorial de Sucre en Sucre,Especialización,Abogado/a,2022 - 2026,6 de noviembre de 1977,45,Sincelejo,Femenino,,,,kcotes06@hotmail.com,
48,"Desde joven se interesó por la educación como plataforma para construir una ciudad incluyente, educada, ejemplar y próspera.Por ello, se formó como licenciado en educación, biología y química, en la Universidad Francisco de Paula Santander. Además, es abogado de la Universidad Libre, seccional Cúcuta.Es especialista en gestión educativa de la Universidad de Pamplona, en informática educativa de la Universidad Libre y en proyectos informáticos de la Universidad Remington.Además, tiene un doctorado en gerencia pública y política social de la Universidad de Bajo California.La educación es el campo en el que se ha dado a conocer y le ha permitido ocupar destacados cargos a nivel público. Además, fundó el movimiento Más Educación en la frontera.En 2015, fue candidato a la Alcaldía de Cúcuta por el partido Alianza Social Independiente (ASI), obteniendo 8.210 votos. Ahora, con el aval del partido Cambio Radical, postuló su nombre para hacerse a una curul en la Cámara de Representantes. En el tarjetón tiene el número 105.Tomado de: La Opiniónhttp://bit.ly/2pfzIwy",Jairo Humberto Cristo Correa,Cambio Radical,,https://www.facebook.com/jairocristo101,,,,https://twitter.com/JAIROCRISTO,Circunscripción Territorial de Norte de Santander en Norte de Santander,Doctorado,Administrador/a público/a,2022 - 2026,7 de noviembre de 1971,51,Cúcuta,Masculino,,207 B Ed. Nuevo del Congreso,4325100 ext: 3250 - 3251,,
49,"Administrador de Empresas Agropecuarias de la Universidad Santo Tomás de la ciudad de Bucaramanga, graduado en marzo de 2010 y especialista en Gerencia Agropecuaria, graduado en mayo de 2013. Fue Alcalde elegido popularmente del Municipio de Gamarra, en el Departamento del Cesar, durante el periodo 2016-2019.",Libardo Cruz Casado,Conservador Colombiano,https://www.instagram.com/libardocruzc/?hl=es,https://www.facebook.com/LibardoCruzCasado,,,,,Circunscripción Territorial de Cesar en Cesar,Especialización,Administrador/a de empresas,2022 - 2026,3 de noviembre de 1984,38,Gamarra,Masculino,,Piso 3 - Capitolio Nacional,,libardo.cruz@camara.gov.co,
50,"Abogado de la Universidad Libre de Colombia, especialista en Derecho Penal de la Universidad del Rosario, especialista en Derecho Sancionatorio de la Universidad Militar Nueva Granada, especialista en Gobierno y Gestión de Entidades Territoriales de la Pontificia Universidad Javeriana y Magister en Derecho Penal de la Universidad Santo Tomas. Con amplia experiencia laboral donde se destacan sus 8 años como Personero del Municipio de Florencia, ha sido fiscal en varios municipios del departamento del Caquetá, Juez en Solano y El Paujil Caquetá y Docente de la Universidad de la Amazonia.",Héctor Mauricio Cuéllar Pinzón,Conservador Colombiano,,https://www.facebook.com/MauricioCuellarC103,,,,https://mobile.twitter.com/maurocuellar10,Circunscripción Territorial de Caquetá en Caquetá,Maestría,Abogado/a,2022 - 2026,20 de julio de 2022,Sin edad asignada,Florencia,Masculino,,528 - 529 - Edificio Nuevo del Congreso,,hector.cuellar@camara.gov.co,
51,"Administrador de Empresas de la Universidad Sergio Arboleda, Bogotá (1996), con Maestría en Administración de Empresas, experiencia y liderazgo en los sectores público y privado en las áreas de la Minería y el Sector Agropecuario.Master in business Administration. Xaxier Universityi. Cincinnati, Ohio. U.S.A. (1998).Ejerció cátedra en las universidades: Popular del Cesar, La Salle y UDES entre los años 2003 al 2006.Experiencia Laboral:• Carbones de Colombia CARBOCOL. Profesional Exportaciones.• COMCAJA. Jefe de Planeación.• Ministerio de Agricultura y Desarrollo Rural. Asesor de Ministro.• Ministerio de Agricultura y Desarrollo Rural. Director Pecuario.Representantes a la Cámara desde 2006.",Alfredo Ape Cuello Baute,Conservador Colombiano,,https://www.facebook.com/apecuelloperfil,,,,https://twitter.com/apecuello,Circunscripción Territorial de Cesar en Cesar,Maestría,Administrador/a de empresas,2022 - 2026,23 de julio de 1973,49,Valledupar,Masculino,3126315192,Capitolio Nacional Piso 2,4325100 ext: 5150 - 5294 - 5295,apecuello@hotmail.com,
52,Estudió Mercadeo en Universidad Cooperativa de Colombia.Realizó una especialización en Marketing Político la universidad Externado y una maestría en comunicación política en la Universidad Externado.Representante a la Cámara desde 2008.Fuente: http://bit.ly/2ge5ntz y http://bit.ly/2FNY5vs,Carlos Alberto Cuenca Chaux,Cambio Radical,,https://www.facebook.com/CuencaGuainia,,,,https://twitter.com/CuencaGuainia,Circunscripción Territorial de Guainía en Guainía,Maestría,Administrador/a de empresas,2022 - 2026,6 de agosto de 1975,47,Algeciras,Masculino,3134230713,101 Mez. Sur Ed. Nuevo Congreso,4325100 ext: 3156 - 3157,carlos_cuenca_chaux@hotmail.com,
53,"Comunicadora Social y Periodista egresada de la - Universidad Nacional Abierta y a Distancia – UNAD-, Especializada en Alta Gerencia del Estado.",Gilma Diaz Arias,Liberal Colombiano,https://www.instagram.com/gilmadepacheco/,https://www.facebook.com/L101GilmaDiaz,,,,https://twitter.com/GILMA_DIAZ_,Circunscripción Territorial de Caquetá en Caquetá,Especialización,Comunicador/a social,2022 - 2026,16 de noviembre de 1978,44,Florencia,Femenino,,547B - 548B - Edificio Nuevo del Congreso,,gilma.diaz@camara.gov.co,
54,Abogado con especialización en derecho procesal penal.,Luis Eduardo Díaz Mateus,Conservador Colombiano,,https://www.facebook.com/LuisEduardoDiazM,,,,,Circunscripción Territorial de Santander en Santander,Especialización,Abogado/a,2022 - 2026,17 de febrero de 1965,58,La Paz,Masculino,,346B - 347B - Edificio Nuevo del Congreso,,luise.diaz@camara.gov.co,
55,Abogado de la Universidad Sergio Arboleda.http://www.holmesecheverria.com.co/,Holmes de Jesús Echeverria de la Rosa,Centro Democrático,,https://www.facebook.com/AvanzandoconHolmes,,,,https://twitter.com/holmesedr20,Circunscripción Territorial de Magdalena en Magdalena,Universitaria,Abogado/a,2022 - 2026,19 de enero de 1980,43,Zona Bananera,Masculino,,,,,
56,"Para ser candidata, Enríquez renunció a la Corporación Autónoma Regional de Nariño, Corponariño, entidad a la cual estuvo vinculada durante 22 años.Espera dirigir planes y proyectos para favorecer a personas con discapacidad, juventud y adolescencia, menores de edad, madres cabeza de familia y en especial a la población de la tercera edad.Fuente: http://hsbnoticias.com/noticias/politica/teresa-enriquez-rosero-la-voz-de-narino-309183",Teresa De Jesús Enríquez Rosero,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/teresaenriquezrosero/,,,,https://twitter.com/teresaenriquezr,Circunscripción Territorial de Nariño en Nariño,Universitaria,Abogado/a,2022 - 2026,18 de mayo de 1970,53,Cumbal,Femenino,,624B - Ed. Nuevo del Congreso,4325100 ext: 3307 - 4489,,
57,"Político, actor, presentador y director de televisión.",Agmeth José Escaf Tijerino,Pacto Histórico Coalición,https://www.instagram.com/agmethescaf/?hl=es,https://www.facebook.com/aescaf,,,,https://twitter.com/agmethescaf,Circunscripción Territorial de Atlántico en Atlántico,NS,Artista,2022 - 2026,23 de abril de 1973,50,Barranquilla,Masculino,,,,,
58,Ingeniero industrial especialista en Finanzas Públicas y en Adminstración en Salud. Magister en Desarrollo Regional y Planificación del Territorio y en Adminsitración Pública.https://www.pressreader.com/colombia/la-patria-colombia/20220720/281556589558395,Wilder Iberson Escobar Ortiz,Gente en movimiento,https://www.instagram.com/wilderescobaro/,https://www.facebook.com/wilderiberson.escobarortiz.7,,,,https://twitter.com/WilderEscobarO,Circunscripción Territorial de Caldas en Caldas,Maestría,Ingeniero/a,2022 - 2026,24 de abril de 1980,43,Samaná,Masculino,,,,,
59,"Nacido en Jericó Antioquia en el año 1982, Abogado, Especialista en Derecho Administrativo y Gerencia Pública, docente de cátedra universitaria.Desde los 18 años ha estado vinculado al sector público; inicio su trayectoria profesional en el Concejo de Medellín, luego en la Secretaría de Gobierno de la Alcaldía de Medellín,Asesoró al Dir. de CORANTIOQUIA, fue Secretario de Gobierno del municipio de El Peñol, y fue Coordinador de la UTL de la Senadora Paola Holguín. Como Representante, fue designado por unanimidad como Vicepresidente de la Comisión V Constitucional de la Cámara de Representantes, encargada del régimen agropecuario, ecológico, medio ambiente y recursos naturales; la adjudicación y recuperación de tierras, los recursos ictiológicos y asuntos del mar; minas y energía, y las corporaciones autónomas regionales. EL representante Juan Espinal, buscará fortalecimiento de la cultura ambiental.",Juan Fernando Espinal Ramírez,Centro Democrático,,https://www.facebook.com/JuanEspinalR/,,,,https://twitter.com/Juan_EspinalR,Circunscripción Territorial de Antioquia en Antioquia,Especialización,Abogado/a,2022 - 2026,27 de junio de 1982,41,Jerico,Masculino,,535 Ed. Nuevo del Congreso,432 5100 ext: 3517 -3518,,
60,https://andresforero.co/,Andres Eduardo Forero Molina,Centro Democrático,https://www.instagram.com/andres.forerom/?hl=es,https://www.facebook.com/AForeroM/,,,,https://twitter.com/AForeroM,Circunscripción Territorial de Bogotá en Distrito Capital,Universitaria,Economista,2022 - 2026,28 de abril de 1985,38,Bogotá,Masculino,,,,,
61,"Abogado de la Universidad Libre – Cali, con enfoque en gestión jurídica y judicial en áreas de responsabilidad civil y del Estado, con amplios conocimientos en derecho administrativo y seguridad social.",Leonardo de Jesús Gallego Arroyave,Liberal Colombiano,,https://www.facebook.com/leonardo.gallego.16/about,,,,https://twitter.com/gallegoarroyave,Circunscripción Territorial de Valle del Cauca en Valle del Cauca,Universitaria,Abogado/a,2022 - 2026,17 de enero de 2023,Sin edad asignada,Cali,Masculino,,Piso 2 - Capitolio Nacional,,leonardo.gallego@camara.gov.co,
62,"Político y administrador de empresas de la Universidad ICESI, con especialización en Gerencia Social de la Universidad Javeriana y magisterio en Pensamiento Estratégico y Prospectiva del Externado.Inició su carrera política a los 15 años de edad siendo personero del colegio La Colina, Cali y 26 años como concejal de la capital vallecaucana.Se ha desempeñado como Concejal de Cali, Diputado por el Valle, Director de Planeación Departamental, Gobernador encargado, Gerente Comisión Regional de Competitividad, ex-candidato a la Gobernación con 357.400 votos. Actualmente es Representante a la Cámara por el Valle del Cauca con 41.600 votos.Integrante de la Comisión Tercera Constitucional Permanente y Vocero de bancada del Centro Democrático en Cámara de Representantes.",Christian Munir Garcés Aljure,Centro Democrático,,https://www.facebook.com/christian.garcesaljure,,,,https://twitter.com/ChriGarces,Circunscripción Territorial de Valle del Cauca en Valle del Cauca,Maestría,Administrador/a de empresas,2022 - 2026,9 de noviembre de 1976,46,Cali,Masculino,,618B Ed. Nuevo del Congreso,4325100 ext: 3637 - 3656 - 3658,christiangarces@christiangarces.org,
63,"Ingresó a las Farc en 1989, cuando el Frente 34 apenas tenía unos pocos años. Firmante del Acuerdo comprometido con la paz de Colombia. Hizo su proceso de reincorporación en el entonces ETCR de Vidrí, en el municipio de Vigía del Fuerte, Antioquia. Bachiller con aspiraciones de continuar estudios de pregrado en Ciencia política.https://www.las2orillas.co/dos-activistas-del-estallido-social-en-el-valle-llegan-al-congreso/",Pedro Baracutao García Ospina,Comunes,,https://www.facebook.com/profile.php?id=100080047747017,,,,https://twitter.com/Pedro_Comunes,Circunscripción Territorial de Antioquia en Antioquia,Bachillerato,No profesional,2022 - 2026,4 de mayo de 1973,50,Acandí,Masculino,,341B - Edificio Nuevo del Congreso,,pedro.garcia@camara.gov.co,
64,"Abogado de la Universidad Libre, especialitsa en derecho administrativo de la Universidad Externado, con maestría en administración de empresas de la Universidad Javeriana. (perfil linkedin)",Alejandro García Ríos,Alternativos Verde y Polo Coalición,https://www.instagram.com/alejandrogarciapei/?hl=es,https://www.facebook.com/AlejandroGarciaPEI,https://www.linkedin.com/in/alejandrogarciarios/?originalSubdomain=co,,,https://twitter.com/alejogarciarios,Circunscripción Territorial de Risaralda en Risaralda,Maestría,Abogado/a,2022 - 2026,17 de mayo de 1987,36,Pereira,Masculino,,,,,
65,,Ana Paola García Soto,Partido de la U - Partido de la Unión por la Gente,https://www.instagram.com/anapgarcias/,https://www.facebook.com/anapaola.garciasoto.5,,,,https://twitter.com/AnaPaolaGarciaU,Circunscripción Territorial de Córdoba en Córdoba,Universitaria,Abogado/a,2022 - 2026,20 de julio de 2022,Sin edad asignada,Montería,Femenino,,,,,
66,,Lina María Garrido Martín,Cambio Radical,https://www.instagram.com/linamariagarridooficial/,https://www.facebook.com/Linamariagarridooficial,,,,,Circunscripción Territorial de Arauca en Arauca,NR,Sin profesión,2022 - 2026,20 de julio de 2022,Sin edad asignada,Arauca,Femenino,,,,,https://www.youtube.com/channel/UCB1HLjbIQUrr-x7XnFDx8Wg/discussion
67,Historiadora y politóloga.,Carolina Giraldo Botero,Alternativos Verde y Polo Coalición,https://www.instagram.com/carogirabo/,https://www.facebook.com/CaroGiraldoBotero,,,,https://twitter.com/carogirabo,Circunscripción Territorial de Risaralda en Risaralda,Universitaria,Politólogo/a,2022 - 2026,22 de enero de 1977,46,Pereira,Femenino,,,,,
68,Directora de Orquesta de la Universidad de Antioquia. es conocida como Susana Boreal.,Susana Gómez Castaño,Pacto Histórico Coalición,https://www.instagram.com/susanaboreal/,https://www.facebook.com/sugomezc,https://www.linkedin.com/in/susana-g%C3%B3mez-casta%C3%B1o-3989291ba/,,,https://mobile.twitter.com/SusanaBoreal,Circunscripción Territorial de Antioquia en Antioquia,Universitaria,Artista,2022 - 2026,19 de julio de 2022,Sin edad asignada,Medellín,Femenino,,,,,
69,"Contador público de la Universidad del Cauca. Especialista en Derecho Empresarial, Revisoría Fiscal y Auditoría empresarial. Magister en Gestión Empresarial.",César Cristian Gómez Castro,Liberal Colombiano,https://www.secure.instagram.com/cesarcristiangomezc/?hl=es-la,https://www.facebook.com/cesarcristiangomezc/about,,,,https://twitter.com/cesarcristianL,Circunscripción Territorial de Cauca en Cauca,Especialización,Contador/a,2022 - 2026,19 de julio de 2022,Sin edad asignada,Popayán,Masculino,,229B - 230B - Edificio Nuevo del Congreso,(57) (601) 3904050 Ext: 3504 - 3505,cesar.gomez@camara.gov.co,
70,"Abogado de la Universidad de Caldas, especialista en Gestión Cultural de la Universidad Nacional.",Juan Sebastián Gómez González,Juntos por Caldas,https://www.instagram.com/jua11se/?hl=es,https://www.facebook.com/jua11se,,,,,Circunscripción Territorial de Caldas en Caldas,Especialización,Abogado/a,2022 - 2026,29 de julio de 2022,Sin edad asignada,Manizales,Masculino,,,,,
71,Tecnólogo en Guianza Turística por el Servicio Nacional de Aprendizaje SENA. Estudiante de administración pública de la Escuela Superior de administración Pública.,Germán José Gómez López,Comunes,https://www.instagram.com/germangomezcomunes/,https://www.facebook.com/German.Gomez.Comunes,,,,https://twitter.com/GermanComunes,Circunscripción Territorial de Atlántico en Atlántico,Tecnológica,Guía turístico,2022 - 2026,20 de octubre de 1963,59,Sincelejo,Masculino,,,,,
72,"Es ingeniero industrial graduado de la Universidad del Norte en Barranquilla. Con especialización en gerencia de proyectos de la misma universidad, y maestrando en Gerencia para el Desarrollo de la Universidad Externado de Colombia.https://www.tuuputchika.com/2022/03/13/con-la-mayor-votacion-juanlo-gomez-conserva-la-curul-del-partido-conservador/",Juan Loreto Gómez Soto,Conservador Colombiano,https://www.instagram.com/juanlogomezs/,https://www.facebook.com/juanlogomezs,,,,https://twitter.com/juanlogomezs,Circunscripción Territorial de La Guajira en La Guajira,Especialización,Ingeniero/a,2022 - 2026,19 de abril de 1986,37,Barrancas,Masculino,,102 - Mezanine Sur Edificio Nuevo del Congreso,,juanl.gomez@camara.gov.co,
73,"El ‘Profe González’ es licenciado en Matemáticas de la Universidad Santiago de Cali, especialista en educación superior de la misma Universidad y magíster en evaluación y currículo de la Pontificia Universidad Javeriana.",Hernando González,Cambio Radical,https://www.instagram.com/profegonzalezh/,https://www.facebook.com/hernandogonzalezcali,,,,https://mobile.twitter.com/profegonzalezh,Circunscripción Territorial de Valle del Cauca en Valle del Cauca,Maestría,Docente,2022 - 2026,30 de agosto de 1960,62,Dagua,Masculino,,Edificio Nuevo del Congreso Oficina 307B,(601) 3823000 Ext. 3061 - 3062,hernando.gonzalez@camara.gov.co,
74,"Trayectoria pública y privada en la que no se reporta año: Cumplió labores manuales en el plan piloto de desminado humanitario y se abanderó de procesos de sustitución de cultivos ilícitos, para cambiar sembrados de coca de las familias campesinas por yuca, café, cacao o maíz.Fue coordinador de la Mesa Municipal de Víctimas de Briceño, integrante de la Mesa Departamental, de instancias de la sociedad civil creadas por el Acuerdo de Paz y ha liderado procesos del Programas de Desarrollo con Enfoque Territorial (PDET).https://www.elcolombiano.com/antioquia/representantes-de-las-curules-de-paz-de-antioquia-MG17334769 ",John Jairo González Agudelo,Ascabri - Asociación de Desplazados del Municipio de Briceño,,https://www.facebook.com/jhonjairo.gonzalezagudelo,,,,https://twitter.com/jhhojar,C Transitoria Especial de Paz - CITREP en Antioquia,Sin grado de estudio,No profesional,2022 - 2026,15 de agosto de 1978,44,Briceño,Masculino,,417 - 418 - Edificio Nuevo del Congreso,,john.gonzalez@camara.gov.co,
75,"Profesional en Mercadeo de la Universidad de Ibagué con especializaciones en Gestión Pública, Territorial y Gobierno de la Universidad Javeriana y en Ciencias Políticas de la Universidad de Salamanca, España. Empresaria, Líder cívica y social. Defensora de los DDHH y la igualdad.",Olga Beatriz Gonzalez Correa,Liberal Colombiano,https://www.instagram.com/olgab.tolima/,https://www.facebook.com/OlgaB.Tolima,,,,https://twitter.com/OlgaB_Gonzalez,Circunscripción Territorial de Tolima en Tolima,Especialización,Administrador/a de empresas,2022 - 2026,Invalid Date,Sin edad asignada,Pueblo Rico,Femenino,,,,,https://www.youtube.com/channel/UCv7woW1OUFND7hsvqaZEnmg
76,"Abogada de la Universidad Libre, especialista en contratación estatal y derecho de familia. Trayectoria pública y privada en la que no se reporta año: Directora del Ministerio de Transporte Territorial Magdalena, asesora V del Congreso de la República, aspirante a la alcaldía de Tenerife, Magdalena y Asesora de la Secretaría de Salud del Magdalena.",Kelyn Johana González Duarte,Liberal Colombiano,https://www.instagram.com/kellyjohana62/,https://www.facebook.com/Kelyn-Johana-Gonz%C3%A1lez-961049237617954,,,,https://twitter.com/duarte_kelyn,Circunscripción Territorial de Magdalena en Magdalena,Especialización,Abogado/a,2022 - 2026,23 de octubre de 1979,43,Bogotá,Femenino,,Mez. Sur Ed. Nuevo Congreso,4325100 ext: 3113 - 3756 - 3773,kelyn.gonzalez@camara.gov.co,
77,"Fue Gobernador del resguardo indígena El Paujil, adyacente a Puerto Inírida, en 2020 y 2021, es del pueblo Puinave. Tecnólogo en Gestión Sostenible de la Biodiversidad Vegetal – SENA.https://www.partidodelau.com/wp-content/uploads/2022/05/REVISTA-GENTE-U-SEPTIMA-Camara.pdf ",Alexánder Guarín Silva,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/people/Alex-Guarin/100076592769391/,,,,https://twitter.com/AlexGuarinS,Circunscripción Territorial de Guainía en Guainía,Tecnológica,Ecólogo,2022 - 2026,9 de febrero de 1987,36,Puerto Inírida,Masculino,,,,,
78,"Administrador de empresas de la Universidad Francisco de Paula Santander (UFPS Ocaña), con especializaciones en Administración Deportiva de la Universidad Santo Tomás y en Gobierno y Gestión del Desarrollo Regional y Municipal de la Universidad Católica. ",Wilmer Yesid Guerrero Avendaño,Liberal Colombiano,https://www.instagram.com/wilmerguerrero1/,https://www.facebook.com/wilmer.guerrero.96,,,,https://twitter.com/wilmerguerrer20,Circunscripción Territorial de Norte de Santander en Norte de Santander,Especialización,Administrador/a de empresas,2022 - 2026,19 de julio de 2022,Sin edad asignada,Ocaña,Masculino,,Piso 2 - Capitolio Nacional,(+57) (601) 3904050,,
79,Fue elegido diputado del Magdalena en 2015 con 15.261 votos. Renunció el año pasado a la duma para poder lanzarse este año a la Cámara de Representantes.,Hernando Guida Ponce,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/RepHernandoGuido/,,,,https://twitter.com/HernandoGuida_,Circunscripción Territorial de Magdalena en Magdalena,Sin grado de estudio,Sin profesión,2022 - 2026,11 de noviembre de 1959,63,Santa Marta,Masculino,,330 - 331 Ed. Nuevo del Congreso,4325100 ext: 3375 - 3377,,
80,,Dorina Hernández Palomino,Pacto Histórico Coalición,https://www.instagram.com/chadorinah/,https://www.facebook.com/chadorinah,,,,https://twitter.com/chadorinah,Circunscripción Territorial de Bolívar en Bolívar,NS,Docente,2022 - 2026,19 de julio de 2022,Sin edad asignada,San Basilio de Palenque,Femenino,,,,,
81,"Como Cofundadora del Partido Político MIRA, lleva más de 15 años de trabajo político y social en los cuales se ha desempeñado, entre otros, como Asesora Política del Concejo de Bogotá y del Congreso de la República.Desde 2008, es Directora Política Regional y ha apoyado el diseño, estrategia y gerencia de las campañas electorales de los últimos años a nivel nacional e internacional. Desde el año 2015 hasta la fecha, ejerce como Vicepresidenta del Partido Político MIRA.Sus aportes y trabajo constante, han ayudado a que el Partido hoy sea reconocido tanto en la política nacional como en la política global.Tomado de: MIRA http://bit.ly/2D4roEJ",Irma Luz Herrera Rodríguez,MIRA - Colombia Justa Libres,,https://www.facebook.com/irma.herrera.1293,,,,https://twitter.com/irmalherrera,Circunscripción Territorial de Bogotá en Distrito Capital,Especialización,Economista,2022 - 2026,28 de julio de 1976,46,Bogotá,Femenino,,310 - 312 Ed. Nuevo del Congreso,4325100 ext: 3501 - 3502 - 3535,,https://www.youtube.com/channel/UCogI6_PtAqUtB7o_l-g892w
