,descripcion,nombre,partido,instagram,facebook,linkedin,tiktok,web,twitter,Circunscripción,Grado de estudio,Profesión,Cuatrienio,Fecha de nacimiento,Edad,Lugar de nacimiento,Género,Whatsapp,Oficina,Teléfono Oficina,Correo Electrónico,YouTube
27,"Ruby Chagüi, nacida en Cereté, Córdoba, es comunicadora social formada en Bogotá, especialista en Gerencia, máster en Administración de Empresas de la Universidad de los Andes y con certificado en Administración de Empresas de la Universidad de Georgetown. Ganadora de un Premio Nacional de Periodismo Simón Bolívar cuando trabajaba en RCN.Jefe de prensa de Álvaro Uribe, en la práctica también su asistente personal, fue la segunda de César Mauricio Velásquez en la Secretaría de Prensa de Palacio durante el segundo gobierno Uribe, luego estuvo en la embajada de Washington con Gabriel Silva, y regresó a Colombia para hacer una maestría en negocios. Su papá, Elber Chagüí, fue elegido alcalde de Cereté (Córdoba) por una alianza entre conservadores, La U (en las tendencias del Ñoño Elías y Aljeandro Lyons) y uribistas en las elecciones atípicas de febrero de 2018; y reemplazó a Salim Chagüí, primo de la candidata, destituído por haber tenido un contrato con la Gobernación poco antes de su elección. Es nieta del también ex alcalde de Cereté Alfonso Spath Spath.Tomado de Blu Radio y La Silla Vacía (2018)",Ruby Helena Chagüí Spath,Centro Democrático,,https://www.facebook.com/RubyChaguiCD9/,,,,https://twitter.com/Rubychagui,Circunscripción Nacional en ...,Maestría,Comunicador/a social,2018-2022,Invalid Date,Sin edad asignada,Cereté,Femenino,,,,,https://www.youtube.com/channel/UCkubOa2uk4fa8GorhP82ufg
28,"El Senador Arturo Char Chaljub es un colombiano polifacético. Hombre de familia, con espíritu alegre y amante del deporte, la música y la cultura, su mayor pasión es el servicio a su ciudad natal, Barranquilla, al departamento del Atlántico, a la región Caribe y a todo el país.Administrador de Empresas y Mercadeo de la Kennesaw State University de Georgia, Estados Unidos, Arturo Char Chaljub hizo parte del Programa de Alta Dirección- PADE del INALDE Business School de la Universidad de la Sabana. Esta formación le ha permitido desempeñarse con éxito en altos cargos en los sectores público y privado. Se ha destacado como empresario, dirigente deportivo y diplomático. En la actualidad, desde sus funciones como parlamentario, ha hecho aportes al desarrollo social de Colombia bajo la convicción de que, más que palabras, el país necesita acciones que siempre deben estar conectadas con las necesidades reales e inmediatas de las familias colombianas.En el campo diplomático, Char se desempeñó como Primer Secretario de la Embajada de Colombia en Londres, Inglaterra, y en el sector privado fue Presidente del Junior de Barranquilla. Ambas experiencias le aportaron de forma definitiva para contar con una mirada integral de los sectores público y privado de Colombia.El senador sigue trabajando desde el Congreso con la convicción de que desde cualquier rol que desempeñe en el país hará el máximo esfuerzo para aportarle a la sociedad más oportunidades de progreso, más aún, en el momento coyuntural que vive Colombia.",Arturo Char Chaljub,Cambio Radical,,https://www.facebook.com/Arturo-Char-274130866265789/,,,,https://twitter.com/arturocharc,Circunscripción Nacional en Atlántico,Universitaria,Administrador/a de empresas,2022 - 2026,5 de noviembre de 1967,55,Barranquilla,Masculino,,430 Ed. Nuevo del Congreso,3823473/74 Fax 3823173 -- 382 3000 ext: 3173 - 3473 - 3474,arturo.char.chaljub@senado.gov.co,
29,"Ingeniero agrónomo egresado de la Universidad de Caldas, empresario cafetero y líder gremial.Ingeniero agrónomo de la Federación Nacional de Cafeteros de Colombia (1998 - 2001)Empresario Caficultor (1990 - Actualidad)Miembro del Comité Departamental de Caficultores de Risaralda (2010 - 2014)Miembro principal del consejo de Administración del a Cooperativa Departamental de Caficultores de Risaralda. (2010 - 2017)Miembro del Comité Nacional de Cafeteros en representación de Risaralda (2014 - 2017)Tomado de: perfil de facebook del candidato http://bit.ly/2FvD35z",Alejandro Corrales Escobar,Centro Democrático,,https://www.facebook.com/Corrales32Senado/?ref=br_rs,,,,https://twitter.com/AlejoCorralesCD,Circunscripción Nacional en ...,Universitaria,Ingeniero/a,2018-2022,18 de marzo de 1976,47,Belén de Umbria,Masculino,,405 Ed. Nuevo Congreso,382 3000 ext: 3038-3531-3532,,
30,"Andrés Cristo Bustos es hijo de María Eugenia Bustos de Cristo y del dirigente liberal Jorge Cristo Sahium, asesinado en 1997. Terminó sus estudios secundarios en el Colegio Seminario Menor Diocesano de Cúcuta, se graduó como abogado en la Universidad Externado de Colombia y especializó en Gestión Pública en la Universidad de Los Andes.En su vida profesional se ha desempeñado como asesor jurídico en el Concejo de Bogotá y Personero de Cúcuta hasta 2011, cuando decidió lanzarse a la Alcaldía de esta ciudad. Luego de la campaña por la Alcaldía de Cúcuta, fue nombrado director de la Delegación Especial de Asuntos Fiscales de Cooperación y Desarrollo de la Gobernación de Norte de Santander, donde empezó a perfilarse como el sucesor de su hermano en el Congreso, el ex-senador y actual Ministro del Interior, Juan Fernando Cristo Bustos.Es elegido senador de la República de Colombia para el período 2014-2018, e integra la comisión tercera constitucional permanente.",Andrés Cristo Bustos,Liberal Colombiano,,https://www.facebook.com/andrescristob?ref=hl,,,,https://twitter.com/AndresCristoB,Circunscripción Nacional en ...,Especialización,Abogado/a,2018-2022,14 de enero de 1971,52,Cúcuta,Masculino,,Mez. Sur Ed. Nuevo Congreso,382 3000 ext: 3062-3064,,https://www.youtube.com/channel/UCh2V2mcAhhNkPx2v_zHUhDQ
31,"Edgar Jesús Díaz Contreras es Administrador de Empresas, especialista en Administración Pública y Alta Gerencia, cuenta con una amplia experiencia en el sector público en donde se ha destacado como Secretario de Hacienda Departamental, Contralor Municipal del municipio de Villa del Rosario, Concejal de San José de Cúcuta, Secretario de Educación Departamental y Gobernador del Departamento de Norte de Santander.Tomado de: https://edgardiazcontreras.com/acerca-del-movimiento/",Edgar Jesús Díaz Contreras,Cambio Radical,,https://www.facebook.com/EdgarDiazPaLante,,,,https://twitter.com/edgardiazpalant?lang=es,Circunscripción Nacional en Norte de Santander,Especialización,Administrador/a de empresas,2022 - 2026,15 de febrero de 1961,62,Chinácota,Masculino,,623 Ed. Nuevo Congreso,382 3000 ext: 3673 - 3674 - 3734,,https://www.youtube.com/channel/UCnhGrFkEBMA0JMtPDli8ZDw
32,"Luis Eduardo Díaz Granados Torres nació en Barranquilla (Atlántico) ciudad donde aún reside junto a su esposa y sus dos hijos. Es Administrador de Empresas de la Universidad de Mercer (Estados Unidos), y cuenta con estudios en Finanzas Avanzadas, en el manejo de Asuntos Políticos y Liderazgo. En su trayectoria en el sector privado ocupó la gerencia de la compañía Ultraplast, alterno a sus actividades en el sector ganadero.Su experiencia como funcionario público inició cuando fue elegido Concejal de Barranquilla para el periodo 2001-2003, siendo escogido como Vicepresidente del Cabildo Distrital. Más adelante se postuló a la Asamblea del Atlántico y fue elegido como Diputado para el periodo 2004-2007, desempeñándose en el año 2005 como vicepresidente de esa corporación.Avalado por el partido Cambio Radical ha sido Representante a la Cámara por dos periodos: 2010-2014 y 2014-2018.",Luis Eduardo Diazgranados Torres,Cambio Radical,,https://www.facebook.com/luis.e.granados.14,,,,https://twitter.com/luisdiazgranad,Circunscripción Nacional en ...,Universitaria,Administrador/a de empresas,2018-2022,15 de julio de 1970,52,Barranquilla,Masculino,310 630 3310,311B Ed. Nuevo Congreso,382 3000 ext: 3338 - 4490,,
33,"Abogado con Especialización en Derecho Administrativo y Derecho Minero y Energético, de la Universidad Externado de Colombia.Fue Concejal de San Gil en 1988, Alcalde de San Gil en 1990, Contralor Departamental 1995, en 2000 fue Senador (segundo renglón de Hugo Serrano Gómez) de enero a octubre, Diputado a la Asamblea de Santander entre enero y agosto de 2001.Fue representante a la Cámara por Santander en dos cuatrienios: 2002-2006 y 2006-2010. Y desde 2010 es Senador de la República.http://www.partidoliberalcolombiano.info/inicio/index.php?option=com_content&view=article&id=232:jaime-enrtique-duran-barrera&catid=61:representantes-a-la-camara&Itemid=123",Jaime Enrique Durán Barrera,Liberal Colombiano,,https://www.facebook.com/jaime.duranbarrera.3?fref=ts,,,,https://twitter.com/jaimeduranbar,Circunscripción Nacional en Santander,Especialización,Abogado/a,2022 - 2026,3 de agosto de 1960,62,San Gil,Masculino,300 2091362 / 318 253 0268,Mez. Sur Ed. Nuevo del Congreso,382 3000 ext: 3659 - 3660 - 3784,serranoyduran@yahoo.es,
34,,Carlos Eduardo Enríquez Maya,Conservador Colombiano,,https://www.facebook.com/EnriquezMayaSenadoC22/,,,,,Circunscripción Nacional en ...,Especialización,Abogado/a,2018-2022,11 de octubre de 1948,74,Iles,Masculino,316 830 9169,436 - 437 Ed. Nuevo del Congreso,382 3000 ext: 3488 - 3489 - 3731 - 3732,eenriquezsenado@hotmail.com,https://www.youtube.com/channel/UCImH9-M1inoJKOw-9Ve2EWA
35,"Administradora de empresas, especialista en mercadeo y magister en Administración de Empresas.Trabajó como directora del Departamento de Planeación de la Corporación Universitaria de Ciencias Empresariales, Educación y Salud, Corsalud.Tomado de: https://partidoliberal.org.co/PartidoLiberalSenadores2018/?id=56#gallery-14",Laura Ester Fortich Sánchez,Liberal Colombiano,,https://www.facebook.com/laurafortichsan,,,,https://twitter.com/laurafortichsan,Circunscripción Nacional en Bolívar,Maestría,Administrador/a de empresas,2022 - 2026,26 de febrero de 1986,37,Cartagena,Femenino,,315 Ed. Nuevo Congreso,382 3000 ext: 3345 - 3346 - 3407,,
36,"Conocido como Carlos Antonio Lozada. Militó en las filas de las FARC-EP por 39 años y actualmente es integrante del Consejo Político Nacional de la Fuerza Alternativa Revolucionaria del Común Farc, partido fundado tras la transformación de la guerrilla de las Fuerzas Armadas Revolucionarias de Colombia. Fue nombrado responsable de las Comunicaciones del Partido. En julio de 2015 asumió desde la subcomisión técnica para el fin del conflicto, la tarea de conducir a la guerrilla al fin de la rebelión armada, a dar el paso definitivo a la vida política legal. Fue integrante del Secretariado de las FARC-EP desde el 2010 y de los Comandos Urbanos como la Red Urbana Antonio Nariño.",Julián Gallo Cubillos,Comunes,,https://www.facebook.com/juliangallocubillos,,,,https://twitter.com/JGalloComunes,Circunscripción Nacional en Distrito Capital,Sin grado de estudio,Sin profesión,2022 - 2026,24 de marzo de 1961,62,Bogotá,Masculino,312 385 1713,208 B Edificio Nuevo del Congreso,382 3000 Ext 3089,,
37,"Abogada, egresada de la Universidad del Atlántico y de la Universidad de Cartagena, ejercitante en Derecho Penal y Criminología por 30 años, con Doctorado en Derecho y Ciencias Políticas de la Universidad Nacional de Colombia.A lo largo de su vida profesional ha prestado sus servicios en Derecho a importantes empresas privadas e instituciones públicas en todo el territorio nacional. Se ha destacado en varias oportunidades por su liderazgo gremial, político y social; prueba de ello han sido sus múltiples actividades directivas y exaltaciones entra las cuales se destacan:Miembro de la Junta Directiva de Telecartagena en representación de Telecóm.Ex Secretaria del Colegio de Abogados de Bolívar.Presidenta y Vicepresidenta de la Asociación de Abogados Litigantes Capítulo Bolívar.Autora de varias publicaciones en temáticas de Derecho y Ciencias Políticas, entre las cuales están:“El Fraude Procesal” 1992 . Editorial Doctrina y Ley“El Restablecimiento del Derecho en lo Procesal Penal” Editorial Doctrina y LeySu carrera política se ha desarrollado desde la base, como líder de varios movimientos ciudadanos, gestora de acciones en beneficio de las comunidades màs vulnerables de la ciudad de Cartagena, labores que le han permitido ser elegida a cargos populares como:Concejal de Cartagena de Indias – 1.990Senadora de la República – Aspiración con registro de 22.421 votos.http://www.dairagalvissenadora.com/acerca-de-daira-galvis/",Daira De Jesús Galvis Méndez,Cambio Radical,,https://www.facebook.com/Dairafirmeconlagente/,,,,https://twitter.com/DairaGalMen,Circunscripción Nacional en ...,Universitaria,Abogado/a,2018-2022,4 de octubre de 1953,69,Cartagena,Femenino,315 716 0348 - 316 878 72 94,Capitolio 2 Piso,382 3000 ext: 5487 - 5488 - 5489,,http://www.youtube.com/channel/UCrGomF-VrmbJydRi1A49W-Q
38,,Yezid Rafael Garcia Abello,Alianza Verde,,https://www.facebook.com/yezidgarciaabello,,,,https://twitter.com/yezidgarciaa?lang=en,Circunscripción Nacional en ...,Universitaria,Ingeniero/a,2018-2022,29 de junio de 1948,75,Santa Marta,Masculino,,,,,
39,"Nació el 15 de mayo de 1956. Realizó sus estudios secundarios en el colegio La Presentación de Montería y en el Instituto Sainté Dorotée en Friburgo, Suiza. Culminó estudios superiores en Administración de Empresas.Ha dedicado su vida al servicio social en el departamento de Córdoba. Entre las principales actividades que ha realizado se destacan su labor como voluntaria de la Liga Cordobesa contra el Cáncer, ha gestionado más de 4 mil subsidios de vivienda de interés social a favor de las comunidades menos favorecidas, la creación del Banco de la Mujer con el objetivo de financiar proyectos de pequeñas y medianas empresas para las madres cabeza de familia.En el año 2008 fue representante a la cámara por el departamento de Córdoba, ocupando una curul en el Partido Conservador que quedó vacante. Durante este periodo demostró gran interés y gestión en beneficio del departamento.Desde el sector privado también ha aportado mediante la generación de empleo en varias empresas y como miembro activa de la Cooperativa Lechera y la Federación Ganadera de Córdoba. En la actualidad ocupa una curul en el Senado por el Partido Conservador Cordobés.Fuente: http://www.noragarciaburgos.com/nora.htmlAdhirió a la Campaña por la Transparencia que creó una sección en la página principal del Senado en la que los ciudadanos podrán consultar el nombre del senador, el partido de elección, su Declaración juramentada de bienes, el Registro de conflicto de intereses y los nombres de los miembros de Unidad de Trabajo Legislativo (UTL). Mayor información: www.senado.gov.co",Nora María García Burgos,Conservador Colombiano,,https://www.facebook.com/noragarciab,,,,https://twitter.com/noragarciab,Circunscripción Nacional en ...,Universitaria,Administrador/a de empresas,2018-2022,15 de mayo de 1956,67,Montería,Femenino,315 705 9901 - 310 304 3665,308 - 309 Ed. Nuevo del Congreso,382 3000 ext: 3317 - 3323 - 3565 - 3566,noragarciab@hotmail.com,
40,"Cucuteño, 31 años de edad, bachiller del Colegio Calasanz. Continuó sus estudios en Cambridge (Reino Unido) y Derecho en la Universidad Sergio Arboleda (Bogotá) y en la Universidad Libre de Colombia (Cúcuta).Concejal de Cúcuta período 2004 - 2007 a los 25 años, con la mayor votación joven para el Partido Conservador en el país.Presidente año 2005 del Directorio Nacional Conservador.Concejal de Cúcuta más joven en el período 2008 - 2011.Candidato al Directorio Nacional Conservador (2008).Fuente: http://bit.ly/lLcDPK",Juan Carlos García Gómez,Conservador Colombiano,,https://www.facebook.com/C10SenadoJuanCarlosGarcia,,,,https://twitter.com/unnortejoven,Circunscripción Nacional en Norte de Santander,Universitaria,Abogado/a,2022 - 2026,1 de enero de 1979,44,Cúcuta,Masculino,310 679 6105 / 314 461 0025,Capitolio Piso 3 Antigua Oficina de Administración,4325100 ext 5262 - 5265 - 5270,garcy23@hotmail.com,https://www.youtube.com/watch?v=KnHMBJasuLA
41,"Guillermo García Realpe es un abogado y economista egresado de la Pontifica Universidad Javeriana, con maestría en Desarrollo Económico por la Universidad de Andalucía, España.Nacido en el municipio de La Cruz, Nariño, este abogado, economista y político colombiano pertenece al Partido Liberal y actualmente es Senador de la República, integrante de la Comisión Quinta del Senado.Ha desempeñado importantes cargos tanto a nivel regional como nacional. Fue concejal de Pasto y diputado de la asamblea de Nariño y entre 1994 y 1997 trabajó para el Ministerio del Interior, como asesor y Secretario General, siendo Ministro Horacio Serpa.Fue candidato a la Gobernación de Nariño en 2000 y 2003. Se desempeñó como Secretario de Hacienda de Nariño y Secretario de Gobierno de ese departamento.En las elecciones de 2010 fue elegido en propiedad como Senador de la República, cargo que ocupa en la actualidad. En 2012 fue elegido vicepresidente del Senado de la República.El senador Guillermo García Realpe, se destaca por ser un defensor de los derechos de los animales, pertenece a la bancada animalista del Congreso, es un aliado de la defensa del medio ambiente y trabajador incansable por el agro y los campesinos colombianos. Además es un aliado incondicional en la búsqueda de la paz nacional y en lograr precios justos en los combustibles.",Guillermo García Realpe,Liberal Colombiano,,https://www.facebook.com/ggarciarealpe,,,,https://twitter.com/GGarciaRealpe,Circunscripción Nacional en ...,Maestría,Abogado/a,2018-2022,17 de noviembre de 1954,68,La Cruz,Masculino,315 333 8304,103 Mez. Norte Ed. Nuevo Congreso,3823103 - 3824431 Fax 3823104 -- 382 3000 ext: 3103- 3104-4431,guillermo.garcia.realpe@senado.gov.co,
42,"Nacido en El Carmen de Bolívar, casado con Matilde Tolosa Sánchez, y padre de cuatro hijos, María del Rosario, Juliana, Sofía y Lidio Arturo Jr.Comunicador Social de profesión, político por convicción y músico de corazón, desde sus inicios como profesional se ha destacado por ser un líder en gestiones políticas, sociales y culturales, tanto en su municipio como en todo el Departamento de Bolívar.Sus primeras aproximaciones con la política fueron a nivel local en El Carmen de Bolívar donde en el año 1995 fue elegido Concejal Municipal. En el año 2000 fue elegido como Diputado de la Asamblea de Bolívar por el Partido Liberal. En el 2003 fue reelegido con una masiva votación, y en el 2006 presentó su renuncia para aspirar a la Cámara de Representantes, donde después de un cuatrienio, pasó al Senado de la República.Ha sido senador por dos periodos (2010-2014 y 2014-2018)Tomado de: https://partidoliberal.org.co/PartidoLiberalSenadores2018/?id=56#gallery-7",Lidio Arturo García Turbay,Liberal Colombiano,,https://www.facebook.com/Lidio-Garcia-Turbay-111383448151238,,,,https://twitter.com/Lidiosenado,Circunscripción Nacional en Bolívar,Universitaria,Comunicador/a social,2022 - 2026,10 de febrero de 1971,52,Carmen de Bolivar,Masculino,382 3319,301 Ed. Nuevo Congreso,382 3000 ext: 3034,lidio.garcia@camara.gov.co,https://www.youtube.com/watch?v=gdA7tT7PXNw
43,"Andrés Felipe García Zuccardi (Cartagena, Bolivar, 18 de junio de 1983) es un político colombiano, Administrador de Empresas de la Universidad de Los Andes y Magíster en Gestión Humana de la Universidad Externado de Colombia . En 2014 resultó elegido por primera vez para integrar el Senado de Colombia, tras su trabajo en la empresa privada.Es actualmente el senador más joven de Colombia y fue elegido copresidente del Partido de la U en el Departamento de Bolívar.En el Senado hace parte de la Comisión Sexta. Su primera ponencia logró hundir el proyecto que buscaba crear un grado 12 optativo para el bachillerato en Colombia. Desde el Senado ha trabajado por la regulación de las plataformas digitales de transporte como Uber, por medio de la citación a foros y debates de control político sobre el asunto y de la formulación de un proyecto de ley que busca avalar su funcionamiento.En el plano educativo, el Senador fue el citante de un debate de control político acerca del bullying o acoso escolar en el que debió rendir cuentas la directora del Instituto Colombiano de Bienestar Familiar, Cristina Plazas Michelsen, acerca de esa problemática, y establecer compromisos para que la Ley 1620 de 2013 se cumpla.Es cuautor de la Ley 1740 de 2014 que buscó responder al escándalo desatado por los malos manejos administrativos en la Fundación Universitaria San Martín y por el ofrecimiento en el país de programas académicos universitarios sin Registro Calificado.",Andrés García Zuccardi,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/AGarciaZuccardi/,,,,https://twitter.com/AGarciaZuccardi,Circunscripción Nacional en ...,Universitaria,Administrador/a de empresas,2018-2022,18 de junio de 1983,40,Cartagena,Masculino,,Capitolio 1 Piso,382 3000 ext: 5101 - 5102 - 5103,,https://www.youtube.com/channel/UCoe3QW_qS9NEdGbpas_ptcw
44,"Es uno de los primeros hombres en la guardia pretoriana de Uribe. Fue su asesor en la Presidencia y es uno de los principales difusores de las doctrinas uribistas, como autor de libros que ha publicado la Fundación Primero Colombia. Pasó de la izquierda (militó en Firmes!, movimiento cercano a la guerrilla del EPL) a la derecha. Ha sido un personaje muy polémico desde su entrada al Gobierno de Uribe: es primo de Pablo Escobar Gaviria y dos de sus hermanos tuvieron líos de narcotráfico en los 80, fue citado a interrogatorio en conexión con las chuzadas y, en general, sus comentarios suelen generar polvorín comenzando con ese de que no había conflicto armado y que los desplazados eran “migrantes“. Recientemente ha hecho campaña atacando al general Óscar Naranjo y al Partido de La U. Dice que Uribe tiene la obligación política de ir al Senado.Fuente: http://lasillavacia.com/historia/la-lista-de-uribe-al-senado-45668",José Obdulio Gaviria Vélez,Centro Democrático,,https://www.facebook.com/joseobduliogaviria1,,,,https://twitter.com/JOSEOBDULIO,Circunscripción Nacional en ...,Universitaria,Abogado/a,2018-2022,29 de noviembre de 1952,70,La Ceja,Masculino,,517 - 518 Ed. Nuevo Congreso,3823552 - 3823770 - 382 3000 ext: 3555,,
45,"José Alfredo Gnecco Zuleta, nació en Valledupar el 17 de Abril de 1976,ESTUDIOSEstudios Primarios: Colegio Gimnasio del Norte.Estudios secundarios: Hispanoamericano.Superiores: Tallahassee Comunity College Tallahassee, FLSanta Fe Comunity College Gainesville, FLEstudios básicos de administración de Empresas.Ha acumulado una productiva experiencia en la actividad privada especialmente en el campo del transporte, un componente fundamental en la competitividad de las regiones.Ha sido gerente de la empresa Gnecco Zuleta y Cia. y Presidente de la Asociación de Transportadores de la Costa Caribe.Fuente: http://bit.ly/mhW0Qf",José Alfredo Gnecco Zuleta,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/profile.php?id=100076972295728,,,,https://twitter.com/JoseAlfreGnecco,Circunscripción Nacional en Cesar,Universitaria,Administrador/a de empresas,2022 - 2026,17 de abril de 1976,47,Valledupar,Masculino,314 547 3306,335 Ed. Nuevo Congreso,382 3000 ext: 3184 - 3395,,https://www.youtube.com/channel/UCAysiAJDV5vYRvR-8ptn87w
46,"Abogado, especialista en Derecho Público de la Universidad del Norte con estudios en Gerencia Política y Gobernabilidad de la Universidad del Rosario.Inició su carrera política como edil de la localidad Norte de Barranquilla (2004 - 2007). Ex concejal de Barranquilla por dos períodos (2008 - 2011 y 2012 - 2013). En 2014 fue elegido representante a la Cámara por el Atlántico y representante de Colombia ante el Parlamento Andino.Militó en el partido Oxígeno Verde, con el que fue edil, pero en 2007 se pasó al liberalismo.Fuente: https://partidoliberal.org.co/PartidoLiberalSenadores2018/?id=56#gallery1http://lasillavacia.com/node/46721",Mauricio Gómez Amín,Liberal Colombiano,,https://www.facebook.com/mauriciogomezamin/,,,,https://twitter.com/MauricioGomezCO,Circunscripción Nacional en Atlántico,Especialización,Abogado/a,2022 - 2026,31 de marzo de 1982,41,Barranquilla,Masculino,3114156690,Capitolio 1 Piso,382 3000 ext: 5178 - 5179,,https://www.youtube.com/channel/UCSyTpWVzbFSiSmN3hZDNV5Q
47,,Pedro Leonidas Gómez Gómez,PDA - Polo Democrático Alternativo,,https://www.facebook.com/LeonidasGomezG/,,,,https://twitter.com/Leonidasgomezg,Circunscripción Nacional en ...,NR,Empresario,2018-2022,Invalid Date,Sin edad asignada,Socorro,Masculino,,637B Ed. Nuevo Congreso,382 3000 ext: 3275 - 3760 - 3763,,
48,"Abogado de la Universidad de Medellín, con Maestría en Estudios Políticos de la Universidad Pontificia Bolivariana. Tiene estudios complementarios en Derecho Penal, Negociación de conflictos, Derecho Procesal Comparado, Derecho Laboral, Gestión Ambiental y Legislación complementaria, Tecnología en Sistemas de Gestión Ambiental. Diplomacia en Relaciones Internacionales.En el campo Laboral, se ha desempeñado como Gerente de Maderas Sabaneta, Director del Centro de Rehabilitación San quintín, Subsecretario de Gobierno en Bello 1999, Gerente Liquidador UNIMEC EPS S.A. Asesor Jurídico Ambiental, Asesor de la Empresa del Sector Publico.Diputado Asamblea Departamental de Antioquia Periodo 2004-2007.Desde la Asamblea Departamental ha liderado temas trascendentales para los Antioqueños como la integración de de E.P.M. y EADE en su Ejercicio como Corporado, ha desarrollado su labor en tres ejes fundamentales.Vivienda, Medio Ambiente Generación Ingreso, para las Familias Pues de esta manera el abogado Juan diego Gómez Jiménez considera que se puede cambiar el modelo de desarrollo de Antioquia.ESTUDIOS REALIZADOSBachillerato Académico del Liceo Municipal Concejo de MedellínDerecho en la Universidad de MedellínMaestría en Estudios Políticos de la Universidad Pontificia Bolivariana (Tercera Cohorte)ActualmenteEspecialización en Alto Gobierno en la Universidad de los AndesFORMACIÓN PARA EL SECTOR PÚBLICOSeminario internacional de Derecho PenalSeminario de Negociación de ConflictosCurso intensivo de Derecho LaboralSeminario de Conciliación en EquidadSeminario taller Sistema Nacional de Confinanciación de Metodología BPIN Fichas FSE 01Seminario de Responsabilidad Civil Contractual y ExtracontractualDiplomado Actualización en Legislación Penal Leyes 599 y 600 de 2000Seminario de Identidad y Cohesión Social, UPBDiplomado Gestión Ambiental y Legislación Complementaria 2001, Asociación de Personeros de AntioquiaDiplomado Tecnología en Sistemas de Gestión Ambiental, CORNARE 2002Diplomatura en Relaciones Internacionales, convenio con EAFIT, UPB y U. de A., 2004.EXPERIENCIA: SECTOR PRIVADOGerente de Maderas SabanetaLiquidador delegado para Antioquia y Chocó de UNIMEC EPS S.A. (2001)Abogado asesor y consultor de varias empresas del sector público y privado.EXPERIENCIA POLÍTICAPertenece al Partido Conservador ColombianoFundador del Consejo Municipal de Juventudes del Municipio de El Santuario, Antioquia (1997)Presidente del Directorio Municipal Conservador de El Santuario (1997 – 2000)Miembro de las Juventudes del Partido Conservador Colombiano (2002 – 2003)Candidato a la Cámara de Representantes (2009)EXPERIENCIA: SECTOR PÚBLICODirector del Centro de Rehabilitación San Quintín del Municipio de Bello, Antioquia (1998 – 1999)Sub Secretario de Gobierno de Bello (2000)Asesor Jurídico de la Corporación Autónoma Regional de las Cuencas de los Ríos Negro y Nare CORNARE- (2002)Diputado de la Asamblea Departamental (2004 a la fecha)DESEMPEÑO EN LA ASAMBLEA DEPARTAMENTAL DE ANTIQOUIAPresidente de la Comisión de Paz (2005)Presidente de la Comisión de Presupuesto (en dos ocasiones)Vicepresidente de la Comisión de Hacienda y Crédito PúblicoMiembro de la Comisión de CódigosMiembro de la Comisión de Desminado Humanitario para Antioquia, durante el gobierno de Aníbal Gaviria Correa. Representante del Oriente antioqueñoPonente de la Ordenanza de Presupuesto (2006)Vocero ante el Gobierno Nacional para presentar propuesta de integración de mercados de Empresas Públicas de Medellín y la Empresa Antioqueña de EnergíaVocero ante el Ministerio del Interior de la Federación Colombiana de Diputados, para discutir la situación salarial y prestacional de los diputados. Finalmente se aprobó un Proyecto de Ley que fue objetado por el Gobierno NacionalVicepresidente de la Asamblea Departamental, Primer semestre de 2007Autor y ponente del Proyecto de Ordenanza que establece la construcción de albergues regionales para animalesFuente: http://bit.ly/jEHANuPara conocer su gestión durante el actual cuatrienio: https://www.dropbox.com/s/g2flkz9xvvg0eqx/Juan%20Diego%20G%C3%B3mez%20Jim%C3%A9nez%20reporte.pdf",Juan Diego Gómez Jiménez,Conservador Colombiano,,https://www.facebook.com/JuanDiegoGomezJimenez/,,,,https://twitter.com/Juandiegogj,Circunscripción Nacional en ...,Maestría,Abogado/a,2018-2022,26 de noviembre de 1975,47,Medellín,Masculino,310 375 9072,703 Ed. Nuevo Congreso,382 3000 ext: 3705 - 3706,dismedicasa@hotmail.com,http://www.youtube.com/channel/UC6YJSA0sou6usBoVmcX3uog
49,"Médico general de la Universidad de ciencias aplicadas y ambientales –UDCA-. Especialista en auditoria médica y servicios de salud de la Universidad del Meta, especialista en salud pública de la universidad del Rosario y Magister de gestión de organizaciones de la Escuela de Administración de Negocios- EAN-.Fue directora del centro de salud de Monterrey, gerente del Hospital de Aguazul, Juan Hernándo Urrego, fue reelecta durante dos periodos administrativos. Cuenta con más de 12 años de experiencia en la parte administrativa de la salud.",Amanda Rocío González Rodríguez,Centro Democrático,,https://www.facebook.com/amandarociog,,,,https://twitter.com/AmandaRocioG,Circunscripción Nacional en ...,Maestría,Ciencias de la Salud,2018-2022,12 de febrero de 1978,45,Aguazul,Femenino,,702 Ed. Nuevo Congreso,382 3000 ext: 3188 - 3207 - 3208,,
