"corporacion","circunscripción","partido","candidato","genero","descipcion_movimiento"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","LIDIO ARTURO GARCIA TURBAY","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","FABIO RAUL AMIN SALEME","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MIGUEL ANGEL PINTO HERNANDEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","ALEJANDRO CARLOS CHACON CAMARGO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","IVAN DARIO AGUDELO ZAPATA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","CARLOS ALBERTO ROJANO LLINAS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","LAURA ESTER FORTICH SANCHEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","KARINA NULL ESPINOSA OLIVER","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MARIO ALBERTO CASTAÑO PEREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MAURICIO NULL GOMEZ AMIN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JOHN JAIRO ROLDAN AVENDAÑO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","SARA JIMENA CASTELLANOS RODRIGUEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JAIME ENRIQUE DURAN BARRERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JULIO CESAR TURBAY NOGUERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","FRANCISCO ALFONSO FERNANDO PAREJA GONZALEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MANUEL ANCIZAR SANCHEZ DURAN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JUAN DIEGO ECHAVARRIA SANCHEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","FIDELIA MARIA SUAREZ TIRADO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","ALMA ROSA RASGO RODRIGUEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","CELINA NULL TORRES REYES","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JOSE LUIS CORREA LOPEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","KATHERINE JULIETH MORA JEREZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MARIANA NULL AYALA PONTE","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MARTHA NULL MARIN SUAREZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","FRANK ARLEY GUZMAN DAZA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MARIA REGINA STUMMO VILLAR","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","EUGENIA NULL SERRANO PRADA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JENNY KATHERINE NIÑO BAEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","ALBERTO NULL PALMA CUERVO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JAIME ENRIQUE BEDOYA MONTOYA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","SERGIO NULL HUEPO BELTRAN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","WILFRAND NULL CUENCA ZULETA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","WILLIAM NULL GUZMAN GARCIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JACQUELIN NULL QUESADA MONTIEL","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JESUS NULL CORRALES CANO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","GLORIA ELENA MESA CEBALLOS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MARYI ALEJANDRA RODRIGUEZ FONSECA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JOSE EVARISTO CRUZ ALFONSO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JOSE DOMINGO CASTILLO TORRES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","ERWIN JESUS LECHUGA HEREDIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","ANLET JAQUELINE BENT ARCHBOLD","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","EDGAR FERNANDO CONDE RAMIREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","EDITH ANDREA MARTINEZ TOVAR","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","HERNAN NULL CASTELLANOS FORIGUA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","LEONARDO FABIO ROMERO MIRANDA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MARIELA NULL MARTINEZ RODRIGUEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","FABIO NULL CIFUENTES CERON","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JINNA PAOLA ENCISO BRAVO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","HECTOR NULL COPETE NULL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JUAN MANUEL CRUZ BANOY","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","NANCY YASMIN CANIZALES JIMENEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","YURIS MARINA RODRIGUEZ GRANADOS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","HERBIN JANDRY AMU DIAZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","CAROLINA NULL PULIDO RINCON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","CESAR ALBERTO MORENO ABAUNZA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","GENNY TATIANA SOLANO RINCON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","NHORA NULL RAMIREZ SIERRA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","PAULINO NULL OCORO RUIZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","GERSON NULL ROBAYO DIAZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","LUZ STELLA NAVARRO CORREA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","CLAUDIA PATRICIA ROJAS RAMIREZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","SALLE LILIANA PEÑA VALBUENA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","ANDREA JISELA OLIVEROS CARDENAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","ARTURO NULL PALACIOS ORTEGA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","NATALY NULL BUITRAGO RUIZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","ANA YURANI CARRILLO PARDO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","SANDRA ROCIO GUERRERO MARTINEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","HUGO ARMANDO RICO GUTIERREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","AFIFE NULL SANTANDER SANCHEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","SANDRA NULL MARTINEZ LEGUIZAMON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","NELSON ENRIQUE GOMEZ ANGEL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","ALIX NULL ALFONSO PABON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","DEISY JOHANNA RODRIGUEZ ROJAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","LIZETH KATERINE ARCHILA SUAREZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","NANCY NULL AMOROCHO QUIÑONEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JEDSENIA NULL AMARIZ PACHECO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","SILVIA PATRICIA BARRIOS CARREÑO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MIRIAM NULL PLATA VELASQUEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","CLAUDIA MARIA PEREZ GIRALDO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JOSE ABIGAIL MIRANDA VIRGUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JUAN CARLOS MERCADO VILLARREAL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","RUBEN DANILO YANDUN GONZALEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JULIAN FERNANDO REYES GONZALEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JOSE ALFONSO AREVALO ROJAS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","WILMAR HERNAN SANCHEZ VASQUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","GLORIA JANETH BECERRA ROJAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","GERARDO ARTURO RINCON OBANDO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MARLENE NULL RUEDA ACEVEDO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","NILTON NULL CORDOBA MANYOMA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","SONIA EDITH MORENO LEON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","DEIXI NULL RODRIGUEZ RODRIGUEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","PAOLA MARCELA ROMAN BOBADILLA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MARIA ELENA CRISTANCHO NULL","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","YULIA CAROLINA MARIÑO SANCHEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","MARIA LUDY MARQUEZ RIOS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","OLGA MARIA TARAZONA MEDINA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","DARY YANETH HERNANDEZ RIVERA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","JUAN PABLO GALLO MAYA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO LIBERAL COLOMBIANO","ALEJANDRO ALBERTO VEGA PEREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","EFRAIN JOSE CEPEDA SARABIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","NADYA GEORGETTE BLEL SCAFF","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","MIGUEL ANGEL BARRETO CASTILLO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","CARLOS ANDRES TRUJILLO GONZALEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","GERMAN ALCIDES BLANCO ALVAREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","SOLEDAD NULL TAMAYO TAMAYO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","MARCOS DANIEL PINEDA GARCIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","NICOLAS ALBEIRO ECHEVERRY ALVARAN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","ESPERANZA NULL ANDRADE SERRANO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","JUAN CARLOS GARCIA GOMEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","LILIANA ESTHER BITAR CASTILLA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","DIELA LILIANA BENAVIDES SOLARTE","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","UBEIMAR NULL DELGADO BLANDON","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","ALBERTO NULL DEVIA ESCOBAR","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","JUAN CAMILO OSTOS ROMERO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","GLADYS HELENA ORTIZ FLOREZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","EDWAR NULL JALABE DIAZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","ALDEMAR NULL NARVAEZ SERRATO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","PABLO EMILIO BARRETO GAITAN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","JOSE ALFREDO MARIN LOZANO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","LUIS ALCIBIADES HERNANDEZ CASTELLANOS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","JOHN JAIRO CORREA RODRIGUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","MARIANELA NULL CAMELO LEON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","ALEXANDER NULL BARRUETO RODRIGUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","OSCAR NULL BARRETO QUIROGA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","BLAS ALBERTO AHUMADA BARRAZA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","ESTEBAN LLEWELING CAICEDO CORDOBA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","NEHEMIAS NULL CORDOBA GONZALEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","IVAN NULL GUTIERREZ RODRIGUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","GUSTAVO NULL RINCON RIVERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","LUISA MATILDE ECHEVERRIA ARTETA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","JOSE MANUEL ROMERO LAGO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","ANDRES ALIRIO CORREDOR CORREDOR","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","MARLENY NULL MONDRAGON PIÑEROS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","LAUREANO AUGUSTO ACUÑA DIAZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","ALAIN FERNANDO MORENO ORTEGA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","TATIANA DEL PILAR CALDERON RESTREPO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","JOHON ORLANDO GARZON ACOSTA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","RODOLFO NULL RINCON SOSA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","ASTRID NULL SOLANO MONTIEL","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","MAYRA FRINETH ORTIZ VARGAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","RUBEN DARIO GIRALDO CARVAJAL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","PABLO EUGENIO RINCON ARDILA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","HENRY NULL GOMEZ NIETO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CONSERVADOR COLOMBIANO","NARLLY YESSENYA BEDOYA GALLEGO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
