,descripcion,nombre,partido,instagram,facebook,linkedin,tiktok,web,twitter,Circunscripción,Grado de estudio,Profesión,Cuatrienio,Fecha de nacimiento,Edad,Lugar de nacimiento,Género,Whatsapp,Oficina,Teléfono Oficina,Correo Electrónico,YouTube
54,"Casado, padre de dos hijos, conservador progresista, demócrata, defensor de los derechos humanos, la naturaleza y los animales; promotor del desarrollo sostenible. Reconocido como econcejal. Abogado y especialista en derecho administrativo de la Universidad de Medellín.Representante a la Cámara desde 2014.",Nicolás Albeiro Echeverry Alvarán,Conservador Colombiano,,https://www.facebook.com/nicoecheverryal,,,https://nicolasecheverry.com/web/,https://twitter.com/nicoecheverryal,Circunscripción Nacional en Antioquia,Especialización,Abogado/a,2022 - 2026,4 de diciembre de 1964,58,Medellín,Masculino,,301B-302B Ed. Nuevo Congreso,4325100 ext 3320 - 3321,,
55,"Ingeniero de sistemas, ha trabajado en el sector privado y con empresas familiares relacionadas con su profesión.Siempre ha trabajado con el Partido de la Unidad al lado de José Tous y José Ramón Elías Nader.Tomado de: Partido de la U http://bit.ly/2D8TyOF",Julio Alberto Elias Vidal,Partido de la U - Partido de la Unión por la Gente,https://www.instagram.com/julioeliasvidal/?hl=es,https://www.facebook.com/JulioEliasVidal,,,,https://twitter.com/JulioEliasVidal?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Circunscripción Nacional en Córdoba,Universitaria,Ingeniero/a,2022 - 2026,10 de enero de 1982,41,Sahagún,Masculino,,Edificio Nuevo del Congreso Of. 622B,(57)(601) 3823000 EXT 3624,julio.elias@senado.gov.co,https://www.youtube.com/user/julioeliasvidal
56,"Para ser candidata, Enríquez renunció a la Corporación Autónoma Regional de Nariño, Corponariño, entidad a la cual estuvo vinculada durante 22 años.Espera dirigir planes y proyectos para favorecer a personas con discapacidad, juventud y adolescencia, menores de edad, madres cabeza de familia y en especial a la población de la tercera edad.Fuente: http://hsbnoticias.com/noticias/politica/teresa-enriquez-rosero-la-voz-de-narino-309183",Teresa De Jesús Enríquez Rosero,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/teresaenriquezrosero/,,,,https://twitter.com/teresaenriquezr,Circunscripción Territorial de Nariño en Nariño,Universitaria,Abogado/a,2022 - 2026,18 de mayo de 1970,53,Cumbal,Femenino,,624B - Ed. Nuevo del Congreso,4325100 ext: 3307 - 4489,,
57,"Nacido en Jericó Antioquia en el año 1982, Abogado, Especialista en Derecho Administrativo y Gerencia Pública, docente de cátedra universitaria.Desde los 18 años ha estado vinculado al sector público; inicio su trayectoria profesional en el Concejo de Medellín, luego en la Secretaría de Gobierno de la Alcaldía de Medellín,Asesoró al Dir. de CORANTIOQUIA, fue Secretario de Gobierno del municipio de El Peñol, y fue Coordinador de la UTL de la Senadora Paola Holguín. Como Representante, fue designado por unanimidad como Vicepresidente de la Comisión V Constitucional de la Cámara de Representantes, encargada del régimen agropecuario, ecológico, medio ambiente y recursos naturales; la adjudicación y recuperación de tierras, los recursos ictiológicos y asuntos del mar; minas y energía, y las corporaciones autónomas regionales. EL representante Juan Espinal, buscará fortalecimiento de la cultura ambiental.",Juan Fernando Espinal Ramírez,Centro Democrático,,https://www.facebook.com/JuanEspinalR/,,,,https://twitter.com/Juan_EspinalR,Circunscripción Territorial de Antioquia en Antioquia,Especialización,Abogado/a,2022 - 2026,27 de junio de 1982,41,Jerico,Masculino,,535 Ed. Nuevo del Congreso,432 5100 ext: 3517 -3518,,
58,"Realizó estudios universitarios obteniendo el título de Administrador de Negocios Internacionales.A muy temprana edad, en el año 2000, incursionó en la vida política de Ipiales, siendo elegido como Concejal del Municipio en tres oportunidades, así como también Alcalde para el periodo comprendido entre 2008 – 2011.Finalmente, dentro del sector privado se ha destacado como un importante empresario, impulsando la generación de empleo y el desarrollo del Departamento de Nariño.Representante a la Cámara, Periodo Constitucional 2014 – 2018, por el departamento de Nariño, miembro del Partido Liberal Colombiano. Tomó posesión el día 08 de noviembre de 2016, en remplazo del ex-representante Neftalí Correa Díaz.",Hernán Gustavo Estupiñán Calvache,Liberal Colombiano,,https://www.facebook.com/hernangustavoestupinan/,,,,https://twitter.com/g_estupinan,Circunscripción Territorial de Nariño en Nariño,NS,Administrador/a de empresas,2018-2022,26 de abril de 1976,47,Ipiales,Masculino,,318 B Ed. Nuevo Congreso,4325100 ext: 3349 - 3353 - 3354,,https://www.youtube.com/channel/UC5UAxEDaN9jz3Yi_ewUK6AQ
59,Administrador de Empresas de la Universidad Autónoma del Caribe. Es hijo de la líder política Zunilda Daza de Farelo del Valle de Ariguaní.En el sector privado ha desarrollado las actividades comerciales propias y de la familia y hace parte de una sociedad en comandita.Es casado con Angélica María Murcia Trejos.,Carlos Mario Farelo Daza,Cambio Radical,,https://www.facebook.com/CarlosMFarelo,,,,https://twitter.com/carlosmfarelo?lang=es,Circunscripción Nacional en Cesar,Universitaria,Administrador/a de empresas,2022 - 2026,Invalid Date,Sin edad asignada,Ariguaní,Masculino,,426B Ed. Nuevo del Congreso,4325100 ext: 3467 - 3668,,
60,"Es un joven barranqueño odontólogo y político, con Especialización en Dirección para el Desarrollo de la Gestión Pública. Nació el 19 de julio 1.980, en un hogar de clase media donde prevalecen los principios y valores. Cursó sus estudios en el Instituto Antonio Nariño de la ciudad de Barrancanermeja. Desde muy pequeño se interesó por los temas políticos y sociales, por lo que ha participado activamente en la construcción de diferentes proyectos en la región.En las elecciones legislativas de 2014 fue elegido Representante a la Cámara por el Departamento de Santanter por el partido Cambio Radical.",Ciro Fernández Núñez,Cambio Radical,,https://www.facebook.com/CiroFernandezN/,,,,https://twitter.com/CiroFernandezN,Circunscripción Territorial de Santander en Santander,Especialización,Odontólogo/a,2018-2022,19 de julio de 1981,41,Barrancabermeja,Masculino,,434B-436B Ed. Nuevo Congreso,4325100 ext: 3484 - 3485,,
61,"A los 18 años fue elegido concejal de Carmen de Apicalá, fue destacado como el cabildante más joven de Colombia y un año después fue presidente del Concejo del mencionado municipio.Terminada su gestión como concejal, Ferro se dedicó a estudiar derecho en la Universidad Sergio Arboleda de Bogotá y se graduó de abogado. En España adelantó una maestría en la Universidad San Pablo CEU, donde elaboró una tesis sobre el urbanismo en Colombia. Después ganó la beca de la Fundación Carolina para realizar una maestría en Acción Política y Participación Ciudadana en España. Ese conocimiento lo complementaría tiempo después con un diplomado sobre participación en plusvalía en el Instituto Lincoln en Cambridge, Massachussets, Estados Unidos.Cuando regresó a Colombia, trabajó como asesor y consultor en varias entidades públicas y privadas. Posteriormente se desempeñó como asesor en el Palacio de Nariño durante el gobierno del expresidente Álvaro Uribe. También fue secretario privado de Juan Lozano, entonces ministro de Ambiente, Vivienda y Desarrollo Territorial.Fue nombrado director Nacional de Desarrollo Territorial; integró varias juntas y consejos directivos, entre ellos el Consejo Nacional de Monumentos, Invías, Cortolima y CRA. También estuvo encargado de los viceministerios de Agua Potable y Vivienda, y representó al Gobierno de Colombia en el IV Foro Mundial Urbano que se celebró en Nanjing, China, en 2008.http://ricardoferro.com.co/perfil/",Ricardo Alfonso Ferro Lozano,Centro Democrático,,https://www.facebook.com/RicardoFerroLozano/,,,,https://twitter.com/RicardoFerro_,Circunscripción Territorial de Tolima en Tolima,Maestría,Abogado/a,2018-2022,30 de agosto de 1973,49,Ibagué,Masculino,,Capitolio Nacional - Piso 3,4325100 ext: 5303 - 5304,prensaricardoferro@gmail.com,
62,"Nacido en el Líbano, Tolima. Bachiller del Instituto Técnico Industrial del Líbano, Tolima.Administrador de empresas de la Universidad del Tolima.Especialización en Alta Gerencia y seguridad social y salud.Concejal del municipio de Chaparral durante 5 periodos consecutivos 1988- 2000Diputado de la asamblea del Tolima durante 3 periodos consecutivos 2002- 2011y presidente de la Asamblea en cada uno de los periodos.Secretario General de la gobernación del Tolima – 2012Miembro del Directorio Liberal Municipal de Chaparral y presidente del mismo durante los últimos 6 años.Miembro del Directorio Departamental Liberal del Tolima durante los últimos 6 años.Ex secretario general de la gobernación del Tolima, es administrador de empresas con especialización en alta gerencia de seguridad social en salud, con más de 22 años de experiencia en el sector público donde se ha desempeñado en el área social comunitaria a través de la vinculación a corporaciones tales como el concejo municipal de Chaparral y asamblea departamental del Tolima.En el sector privado en el área administrativa desempeñando actividades propias de recursos humanos, diseño e implementación de estrategias administrativas y análisis de situaciones y núcleos problemáticos para la toma de decisiones.Representante a la Cámara desde 2014.http://periodicoelpublico.blogspot.com/2012/01/gobernador-del-tolima-posesiona-nuevos.html",Ángel María Gaitán Pulido,Liberal Colombiano,,https://www.facebook.com/Angel-Maria-Gaitan-Pulido-201039477112329/,,,,https://twitter.com/pijaoliberal,Circunscripción Territorial de Tolima en Tolima,Especialización,Administrador/a de empresas,2018-2022,10 de abril de 1961,62,Líbano,Masculino,,219B-220B Ed. Nuevo Congreso,4325100 ext: 3280 - 3279 - 3278,,
63,"Político y administrador de empresas de la Universidad ICESI, con especialización en Gerencia Social de la Universidad Javeriana y magisterio en Pensamiento Estratégico y Prospectiva del Externado.Inició su carrera política a los 15 años de edad siendo personero del colegio La Colina, Cali y 26 años como concejal de la capital vallecaucana.Se ha desempeñado como Concejal de Cali, Diputado por el Valle, Director de Planeación Departamental, Gobernador encargado, Gerente Comisión Regional de Competitividad, ex-candidato a la Gobernación con 357.400 votos. Actualmente es Representante a la Cámara por el Valle del Cauca con 41.600 votos.Integrante de la Comisión Tercera Constitucional Permanente y Vocero de bancada del Centro Democrático en Cámara de Representantes.",Christian Munir Garcés Aljure,Centro Democrático,,https://www.facebook.com/christian.garcesaljure,,,,https://twitter.com/ChriGarces,Circunscripción Territorial de Valle del Cauca en Valle del Cauca,Maestría,Administrador/a de empresas,2022 - 2026,9 de noviembre de 1976,46,Cali,Masculino,,618B Ed. Nuevo del Congreso,4325100 ext: 3637 - 3656 - 3658,christiangarces@christiangarces.org,
64,"Oriundo del municipio de Villapinzón, Cundinamarca, donde inició su carrera política siendo uno de los concejales más jóvenes. Adelanto estudios en derecho. Empresario; Diputado de Cundinamarca durante cinco periodos desde el año 1999 hasta el 2013; siendo Presidente de la Comisión de Presupuesto en varias ocasiones. Su actividad como servidor público comprende más de 15 años de trayectoria, demostrando su capacidad y conocimiento del Estado.Su labor ha sido determinante para acompañar distintos sectores sociales y productivos; la cual ha demostrado en su capacidad de trabajo en equipo, en la toma de decisiones, bajo criterios de equidad, siempre pensando en la supremacía del interés público.Su gestión se identifica en temas de presupuesto e inversión pública; la adopción de la Política de Ciencia, Tecnología e Innovación CTeI, la prevención en salud pública del Departamento de Cundinamarca, y el apoyo a iniciativas que promueven el desarrollo regional.Tomado de: https://www.centrodemocratico.com/?page_id=3785",Hernán Humberto Garzón Rodríguez,Centro Democrático,,https://www.facebook.com/HernanGarzonRepre,,,,https://twitter.com/HernanGarzonRep,Circunscripción Territorial de Cundinamarca en Cundinamarca,Universitaria Incompleta,Abogado/a,2018-2022,21 de enero de 1968,55,Villapinzón,Masculino,,305B - 306B - Ed. Nuevo del Congreso,4325100 ext: 3328 -3329 -3382,,
65,Atilano Alonso Giraldo ArboledaRepresentante a la Cámara 2018 - 2022.Departamento del Quindío.Vicepresidente de la Cámara de RepresentantesNacido el 8 de Agosto de 1956 en Buenavista Quindío.Licenciado en matemáticas de la Universidad del Quindío.Ingeniero Civil de la Universidad del Quindío.Docente presencial y a distancia en el área de matemáticas en la Universidad del Quindío.Ingeniero Civil e Ingeniero Constructor independiente.Diputado a la Asamblea departamental del Quindío 2008 - 2009.Representante a la Cámara desde 2010.http://atilanogiraldo.co/,Atilano Alonso Giraldo Arboleda,Cambio Radical,,https://www.facebook.com/AtilanoAGiraldo,,,,https://twitter.com/AtilanoAGiraldo,Circunscripción Territorial de Quindío en Quindío,Universitaria,Ingeniero/a,2018-2022,8 de agosto de 1956,66,Buenavista,Masculino,301 578 7504 / 315 534 5471,638B - 639B - Ed. Nuevo del Congreso,4325100 ext: 3594 - 3595 - 4132,,http://www.youtube.com/user/AtilanoGiraldo101
66,"Abogada cum laude y politóloga de la Universidad de los Andes. Maestría en derecho en la Universidad de Harvard como becaria Fulbright.En su trayectoria como funcionaria pública y académica, Juanita fue Coordinadora de Justicia Transicional de la Oficina del Alto Comisionado para la Paz de Colombia durante 4 años y miembro de la delegación del Gobierno en la Mesa de Conversaciones en Cuba.Ha sido Directora Adjunta del Instituto para las transiciones integrales, asesora del Alto Asesor de Seguridad Nacional de Colombia, investigadora del Centro Hauser de la Escuela Kennedy de la Universidad de Harvard, asesora del Viceministro de Defensa y asistente de investigación en la Fundación Ideas para la Paz. Además fue profesora en la Universidad de los Andes, EAFIT y la Universidad de la Sabana.",Juanita María Goebertus Estrada,Alianza Verde,,https://www.facebook.com/JuanitaGoebertus/,https://www.linkedin.com/in/juanitaenelcongreso/,,,https://twitter.com/JuanitaGoe,Circunscripción Territorial de Bogotá en Distrito Capital,Maestría,Abogado/a,2018-2022,20 de diciembre de 1983,39,Bogotá,Femenino,3232272947,527B - 537B,4325100 Extensiones: 3809- 3810- 3811,,https://www.youtube.com/channel/UC5_MHclD2CEuB5fn9pHZv6w
67,"Luis Fernando Gómez Betancurt, más conocido en Caldas como CHANO, es un hombre aguerrido y digno representante de la provincia, oriundo del municipio de Marquetalia, que por su amplia trayectoria política y trabajo social, goza de un gran reconocimiento en la comunidad caldense.A lo largo de su carrera ha desempeñado diferentes cargos, tales como: Revisor de documentos en la Contraloría General de Caldas; Certificador de la Oficina de Archivos de la Contraloría General de Caldas; Auxiliar del Plan Nacional de Rehabilitación de la Dirección Territorial de Salud de Caldas; Administrador del centro vacacional Turcaldas; Administrador del Hotel Termales del otoño; Jefe de la oficina de certificados y archivos de la Contraloría General de Caldas; candidato a la Alcaldía de Marquetalia; Concejal y Presidente del Concejo de Marquetalia-Caldas; Asistente del Representante a la Cámara Fabio Martínez Ríos; Asistente de los Senadores de la República Oscar Iván Zuluaga y Jaime Alonso Zuluaga; Diputado en la Asamblea de Caldas en los períodos 2008-2011; 2012-2015 y Presidente de la Asamblea de Caldas en los años 2009 y 2014 Y Presidente de la Comisión Tercera de Presupuesto.Tomado de:http://bit.ly/2GrGsPN",Luis Fernando Chano Gómez Betancurt,Centro Democrático,,,,,,https://twitter.com/FernandoChano1,Circunscripción Territorial de Caldas en Caldas,Sin grado de estudio,Sin profesión,2018-2022,4 de agosto de 1964,58,Marquetalia,Masculino,,309B - 310B - Ed. Nuevo del Congreso,4325100 ext: 3399,,
68,"Nació en el municipio antioqueño de Don Matías – Antioquia. Cursó estudios de Sociología en la Universidad Pontificia Bolivariana a partir de 1971, en la que logró la vinculación de esa Universidad al gran movimiento estudiantil de los primeros años de la década de los 70.Se vinculó al Movimiento Obrero Independiente y Revolucionario (MOIR), y concretamente a su organización juvenil, la Juventud Patriótica (JUPA) desde el año de 1970, cuando participó en el Congreso de fundación de la Unión Nacional de Estudiantes de Secundaria (UNES) en la ciudad de Armenia (Quindio).Fue co-autor del libro “La tierra para el que la trabaja”, publicado por la Asociación Colombiana de Ingenieros Agrónomos en 1974, año en el que fijó su residencia en el municipio de Apartadó, zona en la que fue partícipe de la fundación del Sindicato de Jornaleros Agropecuarios del Departamento de Antioquia en las fincas bananeras y de las Ligas Campesinas que se extendieron por toda la Serranía de Abibe.Desde 1992 y hasta mayo de 2009, se desempeñó como Coordinador de la UNIDAD CAFETERA NACIONAL en Antioquia, y desde 1999, como Secretario de la Asociación Nacional por la Salvación Agropecuaria. En este momento continúa siendo asesor de esas dos organizaciones. Ha sido colaborador habitual de las revistas “DESLINDE” y “AGRICULTURA TROPICAL”.Diputado Asamblea de Antioquia 2010",Jorge Alberto Gómez Gallego,Dignidad,,https://www.facebook.com/JorgeGomezGalleg/?hc_ref=ARQyHWgwx4txli5Tv4lI48oGOoy-pHOTvdkIXrdUbv69Dqr-sQPafptd0wqtLNcQ8xw&fref=nf,,,,https://twitter.com/JorGomezCamara,Circunscripción Territorial de Antioquia en Antioquia,Universitaria Incompleta,Sociólogo/a,2018-2022,6 de marzo de 1954,69,Don Matías,Masculino,,606 - 607B - Ed. Nuevo del Congreso,4325100 ext: 3627 - 4160 - 4161,,
69,Esta ingeniera civil de la Universidad del Valle fue diputada de Cambio Radical y más recientemente gerente de la empresa de servicios públicos de Yumbo.Coordinadora de la Unidad de Desarrollo Rural de Yumbo (1989)Secretaría de Desarrollo y Vivienda Departamental en la Gobernación del Valle (1993)Secretaria General del Concejo Municipal (1998)Gerente del Instituto Municipal de Vivienda de Yumbo (2000)Secretaria de Obras Públicas de Yumbo (2004)Diputada del Valle del Cauca (2012-2015)https://ciudadaniaycongresistas.org/es/adriana-gomez-millan,Adriana Gómez Millán,Liberal Colombiano,,https://www.facebook.com/agmcongresista,,,,https://twitter.com/agmcongresista,Circunscripción Territorial de Valle del Cauca en Valle del Cauca,Universitaria,Ingeniero/a,2018-2022,15 de marzo de 1967,56,Yumbo,Femenino,,207 - 218 Ed. Nuevo del Congreso,4325100 Ext: 3233 - 3234,,
70,"Abogado en la universidad Santo Tomás de Aquino.Concejal durante los períodos 1992 a 1994 y 1995 a 1997,Director de Coldeportes Regional SantanderElegido representante a la Cámara 2002 – 2006 y 2006 – 2010. Presidente de la Cámara de Representantes para el período 2009-2010. Elegido Senador 2010 – 2014 y Representante 2014 – 2018 y 2018 – 2022.Fue presidente de la Liga Santandereana de Tennis, miembro de la Junta Directiva del Club Unión, fundador de la Liga de Microfútbol de Salón de Santander, entre otras dignidades.Fuente: http://www.edgargomezroman.com/home.html",Edgar Alfonso Gómez Román,Liberal Colombiano,,https://www.facebook.com/edgar.gomezroman.9?fref=ts,,,,https://twitter.com/edgargomezroman,Circunscripción Territorial de Santander en Santander,Universitaria,Abogado/a,2018-2022,3 de noviembre de 1953,69,Bogotá,Masculino,3208207267,101 Mez. Central Ed. Nuevo Congreso,4325100 ext: 3071 - 3649 - 3650,edgar.gomez@camara.gov.co,
71,"Abogada de la Universidad Libre, especialista en contratación estatal y derecho de familia. Trayectoria pública y privada en la que no se reporta año: Directora del Ministerio de Transporte Territorial Magdalena, asesora V del Congreso de la República, aspirante a la alcaldía de Tenerife, Magdalena y Asesora de la Secretaría de Salud del Magdalena.",Kelyn Johana González Duarte,Liberal Colombiano,https://www.instagram.com/kellyjohana62/,https://www.facebook.com/Kelyn-Johana-Gonz%C3%A1lez-961049237617954,,,,https://twitter.com/duarte_kelyn,Circunscripción Territorial de Magdalena en Magdalena,Especialización,Abogado/a,2022 - 2026,23 de octubre de 1979,43,Bogotá,Femenino,,Mez. Sur Ed. Nuevo Congreso,4325100 ext: 3113 - 3756 - 3773,kelyn.gonzalez@camara.gov.co,
72,"HARRY GIOVANNY GONZÁLEZ GARCÍA, nació en Bogotá el 15 de Junio de 1978, es un abogado egresado de la Facultad de Derecho y Ciencias Políticas de la Universidad Libre de Colombia, especialista en Derecho Administrativo de la Universidad Externado de Colombia; cursó la Especialización de Administración Pública Contemporánea de la ESAP y participó en el curso de Alta Gerencia Política en la George Washington University y la Universidad del Rosario.En 2007 fue electo como diputado del departamento del Caquetá con una de las más altas votaciones, donde fue reconocida su buena práctica de rendir cuentas, además de la vocación por el Control Político.Cuenta con amplia experiencia profesional en la Rama Ejecutiva, Legislativa y Judicial de la Administración Publica, obteniendo resultados satisfactorios en niveles de eficiencia en defensa litigiosa en el área contenciosa administrativa, laboral y disciplinaria.Candidato a la Gobernación del Caquetá en 2011 donde más de 40.000 ciudadanos le brindaron su respaldo. Además fue nombrado en el 2012 como Secretario Privado de la Primera Vicepresidencia del Senado de la República, donde luchó por visibilizar el buen nombre del departamento del Caquetá y las problemáticas de la región.Perteneció a la Comisión Primera Constitucional y es Copresidente de la Comisión de Paz del Congreso de la República. Además cursa en la Universidad Libre de Colombia la Especialización en Derecho Penal y Criminología.El Representante Harry González fue el vocero del Congreso ante el Consejo Superior de Política Criminal, organismo del que también tienen asiento el Ministro de Justicia, el Fiscal General de la Nación, los Presidentes de las Salas Penal y Administrativas de las Altas Cortes, el Procurador General de la Nación, el Defensor del Pueblo, el Director General de la Policía, entre otros.Fue designado por la Cámara, como Representante ante el Organismo Colegiado de Administración y Decisión –OCAD- para la región centro-sur amazonia y como integrante de la Comisión que hará seguimiento a los bienes de las FARC.Durante las dos últimas legislaturas se desempeñó como coordinador ponente de importantes proyectos de Ley -hoy leyes de la República- entre los cuales se destacan el Código Nacional de Policía y Convivencia, y la Ley que regula el uso médico y científico del cannabis.Además en el último año legislativo fue autor y coautor de grandes iniciativas que se convirtieron en Ley de la República, así:Ley 1845 del 17 de julio de 2017 “Por medio de la cual se fortalece el Fondo Pro Electrificación Rural” permitiendo que 420 mil colombianos que hoy carecen del servicio, cuenten con electrificación.Coautor de la Ley 1846 del 18 de julio de 2017 “Por medio de la cual se establece el pago del recargo nocturno a partir de las 9 de la noche” beneficiando a 450 mil trabajadores colombianos.Ley 1852 del 21 de julio de 2017 “Por la cual se rinden honores a Belén de los Andaquíes en sus primeros cien años de vida institucional”, esta Ley autoriza al Gobierno nacional para que apropie recursos que permitan la financiación de importantes obras de inversión para el municipio con el nombre más lindo de Colombia, ubicado al sur del departamento del Caquetá.El Representante Harry González, trabaja con Amor por el Caquetá los 365 días del año, permitiendo el diálogo social con las comunidades de los 16 municipios caqueteños, interactuando de forma permanente con los ciudadanos, conociendo y escuchando sus necesidades, incluso en los lugares más remotos de la geografía caqueteña, logrando de esta manera recuperar la confianza del ciudadano en sus Representantes, que son sus voceros ante el Congreso de la República.",Harry Giovanny González García,Liberal Colombiano,,https://www.facebook.com/harrygonzalezcaqueta?fref=ts,,,,https://twitter.com/HarryGonzalez,Circunscripción Territorial de Caquetá en Caquetá,Especialización,Abogado/a,2018-2022,15 de junio de 1978,45,Bogotá,Masculino,,543B - 544B Ed. Nuevo Congreso,4325100 ext: 3101 - 3102 - 4131,,https://www.youtube.com/user/harryg2012
73,,Benedicto De Jesus Gonzalez Montenegro,Comunes,,https://www.facebook.com/BenedictoFARC/,,,,https://twitter.com/BenedictoFARC,Circunscripción Territorial de Atlántico en Atlántico,Universitaria Incompleta,Abogado/a,2018-2022,Invalid Date,Sin edad asignada,Mompox,Masculino,,706 Ed. Nuevo del Congreso,4325100 ext: 3730,,
74,,Jairo Gonzalez Mora,Comunes,,,,,,,Circunscripción Territorial de Bogotá en Distrito Capital,Sin grado de estudio,Sin profesión,2018-2022,Invalid Date,Sin edad asignada,Sin lugar asignado,Masculino,,,,,
75,"Soy un quindiano de 48 años nacido en Quimbaya, hijo de Samuel Grisales Grisales, gran líder social de la región y de Rosario Londoño Ramírez, provengo de una numerosa familia con experiencia, trayectoria y reconocimiento en la historia política liberal del Quindío. Soy ingeniero agroindustrial, administrador de empresas y especialista en gerencia pública.",Luciano Grisales Londoño,Liberal Colombiano,,https://www.facebook.com/Luciano.Grisales.Quindio,,,,https://twitter.com/lucianoQuindio,Circunscripción Territorial de Quindío en Quindío,Especialización,Ingeniero/a,2018-2022,21 de marzo de 1965,58,Quimbaya,Masculino,,225B-227B Ed. Nuevo Congreso,4325100 ext: 4206 - 4207,luciano.grisales@gmail.com,http://www.youtube.com/channel/UCgOxUMu2laQDHonA1pOoQ_Q
76,Fue elegido diputado del Magdalena en 2015 con 15.261 votos. Renunció el año pasado a la duma para poder lanzarse este año a la Cámara de Representantes.,Hernando Guida Ponce,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/RepHernandoGuido/,,,,https://twitter.com/HernandoGuida_,Circunscripción Territorial de Magdalena en Magdalena,Sin grado de estudio,Sin profesión,2022 - 2026,11 de noviembre de 1959,63,Santa Marta,Masculino,,330 - 331 Ed. Nuevo del Congreso,4325100 ext: 3375 - 3377,,
77,"Nació en el municipio del Líbano, corregimiento de Santa Teresa, cuando este municipio y Murillo (hoy municipio) eran uno solo, el cual está ubicado al norte del Tolima el 10 de julio de 1973, hijo de Lucila Casa y Yesid Hernández (QEPD), modestos trabajadores del campo. La Escuela Superior de Administración Publica, le confirió el 31 de julio de 2009, el título de Administrador Público. Además, cuenta con la especialización en Gobierno y Gestión del Desarrollo Regional y Municipal, otorgado por la Universidad Católica de Colombia, el 7 de abril de 2017.Inició su carrera política de la mano del Senador, Luis Humberto Gómez Gallo, en el año 2007 fue electo diputado a la Asamblea, con la mayor votación del Partido Conservador en el Tolima, para el período 2008-2012. En las elecciones llevadas a cabo el 28 de octubre de 2011, obtuvo 10.769 votos.En el año 2011 fue reelegido a la Asamblea del Tolima, también con la mayor votación conservadora en el departamento, para el periodo 2012-2015. En las elecciones realizadas el 30 de octubre de 2011, obtuvo 12.125 votos.Al finalizar el año 2013, presenta su renuncia a la Asamblea para postularse como candidato a la Cámara de Representantes, por el departamento del Tolima. En las elecciones legislativas del año 2014, salió elegido Representante a la Cámara por el Tolima, con 23.804 votos, también la mayor votación del Partido Conservador del Departamento, para el período 2014-2018. En 2018, fue elegido nuevamente Representante a la Cámara con 37,188.Fuente: hoja de vida enviada por la UTL del Representante",José Elver Choco Hernández Casas,Conservador Colombiano,,https://www.facebook.com/ChocoCamaraTolima/,,,,https://twitter.com/chococamaratol,Circunscripción Territorial de Tolima en Tolima,Especialización,Administrador/a público/a,2018-2022,10 de julio de 1973,49,Murillo,Masculino,,436B - Ed. Nuevo del Congreso,4325100 ext: 3484 - 3485,,https://www.youtube.com/channel/UC9ew300-d5WEu6sVveH2GAg
78,"Oriundo de Caparrapí (Cundinamarca) cautivado por el Departamento de Guainía en el cual vive desde hace más de 25 años. Allí ha demostrado con total compromiso y transparencia su vocación de servicio a la comunidad. En su encuentro con el Guainía aprendió a hablar curripaco, vaniva y portugués con el fin de conocer de primera mano las necesidades y realidades del territorio indígena.Estudió en el Instituto Custodio García Rovira en Inírida y posteriormente se formó como Tecnólogo en Gobierno Local y Gestión Pública Territorial, así mismo, se graduó como Técnico en Procesos Municipales y finalmente como Administrador Público.Ha sido diputado en dos oportunidades logrando impulsar desde la presidencia de la Asamblea Departamental importantes proyectos para el desarrollo del Guainía, también ha ejercido como Corregidor Departamental y fue candidato a la Gobernación del Departamento en dos oportunidades.Tomado de: https://bit.ly/2X2o7Rj",Anatolio Hernández Lozano,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/Anatoliohernandezlozano1/,,,,https://twitter.com/AnatolioL,Circunscripción Territorial de Guainía en Guainía,Universitaria,Administrador/a público/a,2018-2022,21 de octubre de 1966,56,Caparrapí,Masculino,,443B Ed. Nuevo del Congreso,4325100 ext: 4404 - 4417,,
79,,Seuxis Paucias Hernández Solarte,Comunes,,,,,,,Circunscripción Territorial de Atlántico en Atlántico,Maestría,Docente,2018-2022,31 de julio de 1967,55,Toluviejo,Masculino,,706 Ed. Nuevo del Congreso,4325100 ext: 3730,,
80,"Como Cofundadora del Partido Político MIRA, lleva más de 15 años de trabajo político y social en los cuales se ha desempeñado, entre otros, como Asesora Política del Concejo de Bogotá y del Congreso de la República.Desde 2008, es Directora Política Regional y ha apoyado el diseño, estrategia y gerencia de las campañas electorales de los últimos años a nivel nacional e internacional. Desde el año 2015 hasta la fecha, ejerce como Vicepresidenta del Partido Político MIRA.Sus aportes y trabajo constante, han ayudado a que el Partido hoy sea reconocido tanto en la política nacional como en la política global.Tomado de: MIRA http://bit.ly/2D4roEJ",Irma Luz Herrera Rodríguez,MIRA - Colombia Justa Libres,,https://www.facebook.com/irma.herrera.1293,,,,https://twitter.com/irmalherrera,Circunscripción Territorial de Bogotá en Distrito Capital,Especialización,Economista,2022 - 2026,28 de julio de 1976,46,Bogotá,Femenino,,310 - 312 Ed. Nuevo del Congreso,4325100 ext: 3501 - 3502 - 3535,,https://www.youtube.com/channel/UCogI6_PtAqUtB7o_l-g892w
